,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.48,0.59,0.38,0.8,0.41,0.97,1.0,0.41,0.05,0.53,0.12,0.26,0.43,0.07,0.17,0.3,0.4
amygdala.csv,0.61,0.41,0.42,0.7,0.59,0.06,0.27,0.41,0.59,0.92,0.12,0.53,0.46,0.56,0.33,0.12,1.0
chrysalis.csv,0.75,0.35,0.55,0.57,0.3,0.55,0.06,0.91,0.95,0.53,0.88,0.86,0.17,0.96,0.76,0.48,1.0
cme.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hydrate.csv,0.08,0.04,0.2,0.0,0.11,0.0,0.03,0.82,0.1,0.0,0.88,0.1,0.2,0.15,0.45,0.94,0.0
ivef-sdk.csv,0.77,0.59,0.6,1.0,0.81,1.0,0.88,0.0,0.74,0.66,0.0,0.57,0.2,0.15,0.66,0.03,0.8
jmri.csv,0.62,0.8,0.96,0.43,0.52,0.63,0.64,0.73,0.56,0.53,0.88,0.38,0.83,0.74,0.52,0.7,1.0
jython.csv,0.94,0.76,0.8,1.0,0.74,0.94,0.91,1.0,0.92,0.82,0.38,0.76,0.8,0.56,0.72,0.45,0.0
kdenlive.csv,0.97,0.59,0.47,0.4,0.56,0.09,0.27,0.82,0.72,0.53,0.62,0.51,0.49,0.78,0.48,0.79,1.0
opentibia.csv,0.94,1.0,0.28,0.8,0.3,0.67,0.58,0.45,0.28,0.95,0.25,0.46,0.77,0.41,0.24,0.45,0.4
projectfactory.csv,0.52,0.35,0.31,0.33,0.3,0.06,0.24,0.82,0.97,0.45,0.62,0.22,0.57,0.52,0.38,0.36,0.4
runuomondains.csv,0.1,0.04,0.13,0.27,0.22,0.0,0.09,0.18,0.05,0.0,1.0,0.17,0.0,0.04,0.26,0.21,0.0
somap.csv,0.94,0.99,0.97,0.8,0.96,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.88,1.0,0.6
taverna.csv,0.07,0.14,0.07,0.23,0.89,0.0,0.27,0.0,0.36,0.11,0.0,0.15,0.14,0.07,0.24,0.0,0.0
tigermud.csv,0.41,0.47,0.52,0.63,0.81,0.12,0.94,0.91,0.33,0.53,1.0,0.83,0.77,0.3,0.57,0.76,0.8
x-ray-mule.csv,0.31,0.27,0.31,0.97,0.56,0.45,0.09,0.14,0.67,0.53,0.0,0.44,0.34,0.56,0.12,0.39,0.0
