,0,1
rectracker.csv,0.0,0.815
dynalloy.csv,0.0,0.62
mpqc.csv,0.0,0.25
thout.csv,0.136,0.315
benojt.csv,1.0,1.0
sabbu.csv,0.0,0.645
unladen-swallow.csv,0.0,0.25
powerfolder-.csv,0.0,0.5
barracudamvc.csv,1.0,0.895
nutz.csv,0.0,0.475
apolloplayer.csv,0.1835,0.41500000000000004
vxl.csv,0.0,0.27
fbmanager.csv,0.36650000000000005,0.5349999999999999
olsrd.csv,0.0,0.87
jajuk.csv,0.0,0.7
sqlpower-library.csv,0.0,0.815
heekscad.csv,0.0,0.69
zorannt.csv,0.0,0.21000000000000002
emftriple.csv,0.0,0.335
gamestone.csv,0.0,0.0
jicarilla.csv,0.55,0.9
sevenupdate.csv,1.0,1.0
nuttx.csv,0.0,0.81
psrchive.csv,0.0,0.0
jvcl.csv,0.0,0.0
kdenlive.csv,0.0,0.765
hatari.csv,0.0,0.6
maidsafe-dht.csv,0.0,0.41500000000000004
opde.csv,0.333,0.5
brlcad.csv,0.0,0.41000000000000003
opentibia.csv,0.0,0.9450000000000001
plee-the-bear.csv,0.0,0.15000000000000002
xcsoar.csv,0.0,0.67
vapor.csv,0.0,0.0
reaper-ecad.csv,0.108,0.5
jmri.csv,0.0,0.5700000000000001
igarden.csv,0.0,0.5
mb-unit.csv,0.0,0.85
kaffeine.csv,0.7085,1.0
ossim.csv,0.0,0.13
jlinalg.csv,0.6905,1.0
megasquirtavr.csv,0.143,0.375
psycle.csv,0.0,0.76
beast-mcmc.csv,0.0,0.5
ikvm.csv,0.0,0.45
bscwweasel.csv,0.1,0.0
zact.csv,0.0,0.0
zscreen.csv,0.0,0.9
sarasvati.csv,0.0,0.0
flylegacy.csv,0.0,0.815
nullc.csv,0.75,0.915
dvt.csv,0.0,0.5
retromenu.csv,0.0,0.41500000000000004
jatlas.csv,0.0,0.0
liferea.csv,0.0,0.0
array4j.csv,0.1835,0.125
go.csv,0.0,0.765
zealos.csv,0.225,0.5
ns-3.csv,0.0,0.7
nug.csv,0.0,0.5
critterding.csv,0.4,0.5
optalgtoolkit.csv,0.0,0.0
kwave.csv,0.225,0.0
superwaba.csv,0.0,0.53
ltp.csv,0.0,0.735
pdfedit.csv,0.0,0.71
blogentis.csv,0.2,0.29000000000000004
mclient-mume.csv,0.5,1.0
firebird.csv,0.0,0.595
