,0,1
rectracker.csv,0.0,0.83
dynalloy.csv,0.0,0.6
mpqc.csv,0.0,0.5
thout.csv,0.45,0.45
benojt.csv,0.222,0.95
sabbu.csv,0.0,0.67
unladen-swallow.csv,0.0,0.275
powerfolder-.csv,0.0,0.33
barracudamvc.csv,0.14100000000000001,0.9
nutz.csv,0.0,0.71
apolloplayer.csv,0.4165,0.41500000000000004
vxl.csv,0.0,0.33
fbmanager.csv,0.4165,0.5
olsrd.csv,0.0,0.845
jajuk.csv,0.0,0.6799999999999999
sqlpower-library.csv,0.0,0.75
heekscad.csv,0.0,0.62
zorannt.csv,0.0,0.5
emftriple.csv,0.0,1.0
gamestone.csv,0.0,0.0
jicarilla.csv,1.0,1.0
sevenupdate.csv,0.5,1.0
nuttx.csv,0.0,0.595
psrchive.csv,0.0,0.0
jvcl.csv,0.0,0.0
kdenlive.csv,0.0,0.665
hatari.csv,0.0,0.67
maidsafe-dht.csv,0.0,0.5
opde.csv,0.5,0.5
brlcad.csv,0.0,0.28500000000000003
opentibia.csv,0.0,0.9450000000000001
plee-the-bear.csv,0.0,0.585
xcsoar.csv,0.0,0.67
vapor.csv,0.0,0.0
reaper-ecad.csv,0.667,0.835
jmri.csv,0.0,0.56
igarden.csv,0.0,0.5
mb-unit.csv,0.0,0.775
kaffeine.csv,0.55,0.9
ossim.csv,0.0,0.5
jlinalg.csv,0.4,0.8
megasquirtavr.csv,0.5,0.5
psycle.csv,0.0,0.69
beast-mcmc.csv,0.0,0.605
ikvm.csv,0.0,0.5
bscwweasel.csv,0.5,0.0
zact.csv,0.0,0.0
zscreen.csv,0.0,0.675
sarasvati.csv,0.0,0.0
flylegacy.csv,0.0,0.83
nullc.csv,0.6,0.8
dvt.csv,0.0,0.5
retromenu.csv,0.0,0.5
jatlas.csv,0.0,0.0
liferea.csv,0.0,0.0
array4j.csv,0.5,0.25
go.csv,0.0,0.75
zealos.csv,0.5,0.67
ns-3.csv,0.0,0.72
nug.csv,0.0,0.5
critterding.csv,0.5835,0.585
optalgtoolkit.csv,0.0,0.0
kwave.csv,0.75,0.0
superwaba.csv,0.0,0.4
ltp.csv,0.0,0.815
pdfedit.csv,0.0,0.6
blogentis.csv,0.333,0.33
mclient-mume.csv,0.667,0.835
firebird.csv,0.0,0.59
