,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.22,0.41,0.19,0.92,0.25,0.32,0.43
flexpay.csv,0.3,0.62,0.97,0.43,0.33,0.51,0.55
modellus.csv,0.26,0.34,0.27,0.21,0.5,0.96,0.42
open-data-kit.csv,0.33,0.57,0.23,0.39,0.43,0.54,0.97
phet.csv,0.98,0.38,0.21,0.23,0.21,0.22,0.51
qtractor.csv,0.17,0.98,0.25,0.54,0.39,0.56,0.52
sumatrapdf.csv,0.34,0.71,0.28,0.45,0.98,0.61,0.61
