,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.53,0.47,0.0,0.51,0.24,0.7,0.2,0.09,0.42,0.28,0.96,0.39,0.37,0.38,0.41,0.55,0.52,0.4,0.4
auber.csv,0.49,0.54,0.0,0.57,0.4,0.51,0.54,0.48,0.42,0.5,0.55,0.33,1.0,0.44,0.0,0.52,0.32,0.56,0.64
cortex-vfx.csv,0.56,0.51,0.0,0.51,0.27,0.81,0.45,0.0,0.38,0.32,0.55,0.48,0.35,0.96,0.26,0.27,0.26,0.28,0.42
empserver.csv,0.49,0.5,0.43,0.53,0.61,0.53,0.99,0.63,0.5,0.54,0.65,0.58,0.49,0.61,0.69,0.63,0.39,0.55,0.49
flylegacy.csv,0.7,0.97,0.0,0.58,0.26,0.48,0.53,0.53,0.44,0.64,0.73,0.59,0.42,0.62,0.49,0.53,0.47,0.49,0.63
galaxium.csv,0.27,0.13,0.0,0.0,0.16,0.0,0.26,0.0,0.36,0.1,0.35,1.0,0.01,0.06,0.34,0.27,0.1,0.17,0.28
growl-for-windows.csv,0.45,0.51,0.82,0.58,0.55,0.5,0.6,0.56,0.44,0.72,0.64,0.56,0.39,0.42,0.0,0.51,1.0,0.61,0.51
k3d.csv,0.27,0.26,0.0,0.31,0.98,0.2,0.0,0.0,0.1,0.24,0.2,0.07,0.11,0.04,0.09,0.23,0.13,0.0,0.0
libarchive.csv,0.66,0.63,0.0,0.57,0.53,0.77,0.45,0.51,0.65,0.68,0.71,0.77,0.55,0.55,0.76,0.53,0.76,0.24,0.95
linux-ntfs.csv,0.68,0.53,0.84,0.52,0.4,0.8,0.56,0.55,0.32,0.63,0.49,0.62,0.51,0.54,0.41,1.0,0.36,0.27,0.54
m-a-d-n-e-s-s.csv,0.51,0.58,0.0,0.51,0.27,0.83,0.26,0.33,0.37,0.93,0.73,0.24,0.52,0.63,0.0,0.69,0.61,0.57,0.36
novembre.csv,0.42,0.28,0.0,0.94,0.16,0.2,0.0,0.17,0.16,0.4,0.25,0.13,0.26,0.33,0.2,0.36,0.17,0.3,0.1
qtwin.csv,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.65,0.42,0.0,0.49,0.46,0.75,0.52,0.56,0.96,0.48,0.62,0.72,0.44,0.54,0.51,0.45,0.46,0.4,0.72
tweetsharp.csv,0.6,0.53,0.0,0.63,0.48,0.33,0.52,0.52,0.36,0.52,0.47,0.33,0.52,0.64,0.0,0.61,0.4,0.98,0.49
unladen-swallow.csv,0.7,0.5,0.0,0.31,0.23,0.0,0.17,0.09,0.48,0.41,0.59,0.28,0.09,0.0,0.0,0.27,0.46,0.02,0.42
wishmaster.csv,0.49,0.62,0.0,0.36,0.26,0.83,0.5,0.75,0.18,0.42,0.62,0.63,0.19,0.15,0.0,0.31,0.53,0.4,0.59
