,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.49,0.43,0.0,0.47,0.2,0.67,0.17,0.07,0.38,0.24,0.95,0.34,0.33,0.34,0.36,0.54,0.47,0.36,0.35
auber.csv,0.62,0.65,0.0,0.6,0.37,0.5,0.89,0.5,0.38,0.48,0.51,0.29,1.0,0.4,0.48,0.73,0.28,0.67,0.78
cortex-vfx.csv,0.53,0.48,0.0,0.47,0.23,0.83,0.44,0.0,0.33,0.28,0.51,0.43,0.31,0.95,0.22,0.23,0.22,0.24,0.39
empserver.csv,0.46,0.7,1.0,0.53,0.6,0.5,1.0,0.64,0.59,0.84,0.66,0.6,0.48,0.7,0.64,0.73,0.36,0.57,0.49
flylegacy.csv,0.8,0.97,0.0,0.73,0.23,0.67,0.5,0.86,0.44,0.8,0.92,0.57,0.39,0.65,0.43,0.5,0.44,0.62,0.73
galaxium.csv,0.23,0.11,0.0,0.0,0.13,0.0,0.22,0.0,0.31,0.08,0.3,1.0,0.01,0.05,0.29,0.23,0.08,0.14,0.24
growl-for-windows.csv,0.46,0.54,1.0,0.6,0.57,0.5,0.61,0.79,0.44,0.76,0.75,0.57,0.36,0.38,0.84,0.5,1.0,0.64,0.51
k3d.csv,0.23,0.22,0.0,0.27,0.97,0.17,1.0,0.0,0.08,0.2,0.17,0.06,0.09,0.03,0.07,0.19,0.11,0.0,1.0
libarchive.csv,0.66,0.68,0.0,0.6,0.53,0.83,0.42,0.5,0.64,0.64,0.72,0.8,0.51,0.53,0.72,0.5,0.78,0.21,0.94
linux-ntfs.csv,0.68,0.7,1.0,0.53,0.37,0.83,0.61,0.57,0.28,0.76,0.45,0.66,0.51,0.52,0.36,1.0,0.33,0.24,0.53
m-a-d-n-e-s-s.csv,0.47,0.56,0.0,0.47,0.23,1.0,0.22,0.29,0.33,0.92,0.75,0.2,0.49,0.7,0.43,0.77,0.58,0.55,0.31
novembre.csv,0.38,0.24,0.0,0.93,0.13,0.17,0.0,0.14,0.13,0.36,0.21,0.11,0.22,0.29,0.17,0.31,0.14,0.26,0.08
qtwin.csv,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.65,0.4,0.0,0.47,0.43,0.83,0.53,0.57,0.97,0.44,0.61,0.83,0.42,0.51,0.45,0.42,0.44,0.36,0.78
tweetsharp.csv,0.68,0.52,0.0,0.73,0.67,0.33,0.5,0.71,0.33,0.56,0.49,0.29,0.58,0.75,0.57,0.77,0.36,0.98,0.51
unladen-swallow.csv,0.65,0.48,0.0,0.27,0.2,0.0,0.14,0.07,0.49,0.4,0.73,0.26,0.07,0.0,0.69,0.23,0.81,0.02,0.39
wishmaster.csv,0.46,0.6,0.0,0.33,0.23,0.83,0.69,0.71,0.15,0.4,0.63,0.71,0.16,0.12,0.74,0.27,0.81,0.38,0.65
