,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.18,0.27,0.29,0.22,0.14,0.15,0.09,0.23,0.23,0.18,0.0,0.14,0.22,0.19,0.0,0.41,0.11,0.33,0.12
auber.csv,0.73,0.68,0.51,0.52,0.44,0.42,0.79,0.57,0.23,0.42,0.24,0.26,0.0,0.21,1.0,0.76,0.33,0.67,0.62
cortex-vfx.csv,0.27,0.32,0.15,0.25,0.22,0.28,0.48,0.2,0.15,0.2,0.21,0.13,0.35,0.0,0.0,0.14,0.17,0.27,0.43
empserver.csv,0.35,0.77,0.87,0.45,0.36,0.29,0.03,0.39,0.69,0.78,0.37,0.49,0.44,0.59,0.0,0.59,0.39,0.53,0.49
flylegacy.csv,0.54,0.05,0.59,0.68,0.44,0.78,0.27,0.79,0.54,0.65,0.6,0.31,0.35,0.48,0.0,0.34,0.33,0.73,0.6
galaxium.csv,0.12,0.09,0.06,0.15,0.11,0.05,0.21,0.03,0.0,0.08,0.08,0.0,0.02,0.06,0.0,0.14,0.22,0.13,0.04
growl-for-windows.csv,0.59,0.59,0.52,0.48,0.51,0.51,0.45,0.74,0.54,0.42,0.59,0.46,0.44,0.23,1.0,0.45,0.0,0.47,0.51
k3d.csv,0.1,0.05,0.0,0.2,0.0,0.09,1.0,0.08,0.0,0.1,0.06,0.02,0.02,0.08,0.0,0.03,0.06,0.0,1.0
libarchive.csv,0.33,0.5,0.24,0.52,0.47,0.39,0.33,0.43,0.31,0.13,0.31,0.33,0.24,0.36,0.0,0.31,0.33,0.4,0.0
linux-ntfs.csv,0.32,0.73,0.49,0.52,0.4,0.3,0.58,0.52,0.15,0.62,0.28,0.51,0.47,0.36,0.0,0.0,0.39,0.4,0.41
m-a-d-n-e-s-s.csv,0.25,0.32,0.31,0.18,0.26,0.51,0.12,0.28,0.31,0.0,0.35,0.16,0.33,0.56,1.0,0.52,0.22,0.33,0.1
novembre.csv,0.22,0.09,0.31,0.0,0.05,0.1,0.0,0.2,0.23,0.22,0.18,0.18,0.15,0.12,0.0,0.0,0.17,0.13,0.01
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.36,0.45,0.36,0.42,0.35,0.46,0.52,0.49,0.08,0.22,0.34,0.52,0.44,0.27,0.0,0.41,0.44,0.33,0.44
tweetsharp.csv,0.6,0.45,0.39,0.6,0.77,0.65,0.36,0.75,0.46,0.58,0.58,0.32,0.62,0.6,1.0,0.66,0.33,0.0,0.59
unladen-swallow.csv,0.02,0.41,0.43,0.3,0.49,0.02,0.21,0.1,0.54,0.55,0.66,0.55,0.15,0.01,1.0,0.1,0.83,0.07,0.44
wishmaster.csv,0.3,0.27,0.27,0.4,0.44,0.15,0.76,0.0,0.15,0.48,0.4,0.57,0.15,0.12,1.0,0.28,0.78,0.53,0.56
