,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv
adonthell.csv,0.92,0.32,0.42,0.62,0.46,0.79,0.4,0.86,0.49,0.56,0.4,0.38,0.38,0.44,0.35,0.93,0.37,0.52
avisynth2.csv,0.88,0.79,0.87,0.0,0.67,0.75,0.5,0.67,0.67,0.89,0.8,0.5,0.95,0.53,0.67,0.0,0.0,0.92
coot.csv,0.39,0.51,0.9,0.55,0.53,0.45,0.45,0.43,0.52,0.4,0.71,0.55,0.59,0.5,0.41,0.44,0.4,0.49
dsworkbench.csv,0.88,0.61,0.5,0.91,0.76,0.89,0.95,0.75,0.92,0.9,0.89,0.51,0.81,0.71,0.96,0.87,0.94,0.76
forester-atv.csv,0.41,0.38,0.38,0.92,0.67,0.53,0.86,0.38,0.56,0.33,0.83,0.62,0.46,0.88,0.93,0.89,0.89,0.51
freelords.csv,0.38,0.35,0.39,0.47,0.48,0.48,0.43,0.37,0.41,0.41,0.44,0.38,0.38,0.39,0.38,0.45,0.37,0.46
gabel.csv,0.0,0.45,0.45,0.79,0.57,0.61,0.4,0.83,0.6,0.38,0.7,0.9,0.52,0.5,0.86,0.88,0.75,0.63
geotools.csv,0.34,0.28,0.37,0.43,0.43,0.43,0.38,0.41,0.41,0.36,0.43,0.38,0.44,0.43,0.38,0.53,0.37,0.42
gephex.csv,0.88,0.52,0.46,0.51,0.52,0.63,0.41,0.68,0.54,0.41,0.49,0.43,0.43,0.43,0.58,0.49,0.42,0.49
google-collections.csv,0.37,0.35,0.36,0.44,0.38,0.45,0.4,0.32,0.46,0.35,0.4,0.42,0.41,0.41,0.35,0.45,0.38,0.39
jpaul.csv,0.67,0.43,0.62,0.0,0.91,0.5,0.68,0.75,0.66,0.92,0.48,0.58,0.61,0.86,0.0,0.0,0.0,0.94
neodatis-odb.csv,0.42,0.39,0.7,0.73,0.73,0.5,0.74,0.41,0.53,0.64,0.43,0.68,0.58,0.91,0.46,0.54,0.42,0.43
pokenetonline.csv,0.4,0.35,0.36,0.45,0.39,0.53,0.4,0.35,0.47,0.39,0.4,0.44,0.42,0.45,0.35,0.46,0.38,0.41
rcp-company-uibindings.csv,0.38,0.33,0.35,0.44,0.46,0.4,0.42,0.6,0.45,0.8,0.45,0.43,0.46,0.45,0.42,0.34,0.41,0.44
scenemonitor.csv,0.39,0.38,0.4,0.59,0.89,0.64,0.45,0.42,0.65,0.86,0.5,0.43,0.62,0.42,0.56,0.89,0.7,0.41
servicestack.csv,0.83,0.45,0.89,0.0,0.9,0.0,0.94,0.5,0.75,0.93,0.62,0.8,0.97,0.61,0.0,0.57,0.75,0.97
synecdoche.csv,0.53,0.61,0.67,0.83,0.36,0.83,0.55,0.44,0.72,0.89,0.88,0.54,0.6,0.69,0.53,0.81,0.57,0.56
twostep.csv,0.72,0.31,0.37,0.56,0.43,0.52,0.4,0.4,0.41,0.35,0.41,0.4,0.41,0.46,0.4,0.4,0.39,0.41
