,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv
adonthell.csv,0.15,0.85,0.8,0.63,0.56,0.12,0.54,0.15,0.5,0.48,1.0,0.92,0.85,0.76,1.0,0.15,0.93,0.44
avisynth2.csv,0.24,0.12,0.12,0.0,0.03,0.12,0.03,0.1,0.12,0.1,1.0,0.04,0.08,0.47,0.01,0.0,0.0,0.06
coot.csv,0.89,0.42,0.18,0.43,0.67,0.94,0.76,0.65,0.88,0.63,0.0,0.65,0.45,0.06,0.59,0.75,0.69,0.77
dsworkbench.csv,0.35,0.65,0.7,0.08,0.29,0.65,0.38,0.5,0.12,0.23,0.0,0.69,0.42,0.35,0.2,0.1,0.03,0.37
forester-atv.csv,0.38,0.77,0.72,0.02,0.24,0.0,0.11,0.6,0.12,0.63,1.0,0.08,0.27,0.59,0.07,0.12,0.03,0.27
freelords.csv,0.46,0.85,0.9,0.9,0.66,0.53,0.81,0.65,1.0,0.3,0.67,0.81,0.91,0.53,0.85,0.85,0.76,0.52
gabel.csv,0.0,0.35,0.18,0.32,0.22,0.41,0.49,0.1,0.75,0.65,0.33,0.15,0.41,0.06,0.18,0.2,0.07,0.16
geotools.csv,0.52,0.69,0.72,0.6,0.53,0.53,0.7,0.6,0.88,0.73,1.0,0.88,0.67,1.0,0.85,0.6,0.93,0.66
gephex.csv,0.18,0.27,1.0,0.83,0.77,0.71,0.89,0.6,0.62,0.92,0.0,1.0,0.78,0.88,0.66,0.85,0.93,0.66
google-collections.csv,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.45,0.54,0.9,0.05,0.18,0.88,0.27,0.5,0.88,0.57,0.33,0.54,0.47,0.53,0.01,0.05,0.03,0.21
neodatis-odb.csv,0.75,0.73,0.24,0.23,0.41,0.59,0.7,0.5,0.12,0.12,1.0,0.15,0.29,0.24,0.59,0.62,0.93,0.85
pokenetonline.csv,0.41,1.0,1.0,0.98,0.87,0.65,0.97,0.8,0.88,0.78,1.0,0.92,0.98,1.0,0.99,0.68,0.86,0.9
rcp-company-uibindings.csv,0.6,0.62,0.76,0.28,0.65,0.65,0.3,0.3,0.38,0.2,0.67,0.5,0.55,0.41,0.38,0.62,0.45,0.83
scenemonitor.csv,0.44,0.65,0.9,0.3,0.25,0.41,0.62,0.75,0.25,0.27,0.33,0.62,0.39,0.94,0.51,0.08,0.21,0.49
servicestack.csv,0.02,0.54,0.2,0.0,0.04,0.0,0.16,0.05,0.0,0.07,0.0,0.15,0.08,0.65,0.0,0.12,0.07,0.13
synecdoche.csv,0.5,0.27,0.34,0.38,0.85,0.12,0.41,0.65,0.12,0.23,0.0,0.58,0.44,0.18,0.55,0.25,0.59,0.52
twostep.csv,0.22,0.96,0.92,0.45,0.46,0.59,0.7,0.75,1.0,0.87,0.67,0.92,0.76,0.82,0.58,0.65,0.55,0.51
