,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv
adonthell.csv,0.26,0.56,0.78,0.66,0.67,0.13,0.36,0.22,0.19,0.63,0.09,0.62,0.51,0.49,0.78,0.22,0.55,0.6
avisynth2.csv,0.33,0.3,0.37,0.0,0.07,0.19,0.05,0.17,0.0,0.2,0.75,0.07,0.17,0.5,0.03,0.0,0.0,0.09
coot.csv,0.93,0.33,0.3,0.49,0.7,0.44,0.43,0.52,0.15,0.64,0.0,0.43,0.28,0.11,0.6,0.74,0.51,0.85
dsworkbench.csv,0.31,0.53,0.77,0.23,0.46,0.23,0.37,0.37,0.1,0.2,0.0,0.46,0.23,0.35,0.4,0.29,0.18,0.4
forester-atv.csv,0.87,0.73,0.81,0.3,0.41,0.47,0.23,0.53,0.18,0.84,0.27,0.48,0.42,0.48,0.24,0.16,0.11,0.5
freelords.csv,0.82,0.57,0.86,0.67,0.76,0.67,0.42,0.59,0.21,0.7,0.1,0.59,0.48,0.47,0.76,0.7,0.53,0.63
gabel.csv,0.0,0.58,0.65,0.35,0.48,0.51,0.38,0.31,0.32,0.73,0.08,0.5,0.41,0.11,0.28,0.29,0.06,0.47
geotools.csv,0.78,0.6,0.78,0.73,0.62,0.36,0.41,0.57,0.19,0.82,0.08,0.67,0.52,0.45,0.73,0.62,0.58,0.74
gephex.csv,0.18,0.28,0.71,0.7,0.69,0.47,0.51,0.41,0.12,0.74,0.04,0.54,0.45,0.44,0.74,0.62,0.52,0.67
google-collections.csv,0.88,0.57,0.86,0.71,0.85,0.45,0.51,0.57,0.15,0.84,0.09,0.54,0.44,0.42,0.78,0.68,0.57,0.98
jpaul.csv,0.46,0.48,0.46,0.0,0.11,0.67,0.37,0.25,0.38,0.22,0.18,0.53,0.35,0.52,0.0,0.0,0.0,0.12
neodatis-odb.csv,0.93,0.56,0.47,0.52,0.47,0.34,0.63,0.51,0.12,0.48,0.1,0.22,0.3,0.07,0.63,0.64,0.6,0.93
pokenetonline.csv,0.75,0.57,0.86,0.71,0.84,0.41,0.51,0.58,0.15,0.82,0.09,0.54,0.46,0.47,0.78,0.67,0.57,0.95
rcp-company-uibindings.csv,0.74,0.53,0.78,0.4,0.71,0.48,0.28,0.46,0.2,0.32,0.17,0.61,0.45,0.41,0.55,0.62,0.46,0.92
scenemonitor.csv,0.71,0.53,0.85,0.38,0.37,0.45,0.41,0.73,0.12,0.18,0.14,0.61,0.36,0.42,0.5,0.2,0.29,0.7
servicestack.csv,0.14,0.56,0.38,0.0,0.13,0.0,0.3,0.09,0.0,0.37,0.08,0.32,0.23,0.63,0.0,0.48,0.18,0.26
synecdoche.csv,0.64,0.41,0.49,0.4,0.82,0.11,0.33,0.42,0.04,0.36,0.0,0.4,0.36,0.13,0.59,0.39,0.64,0.68
twostep.csv,0.37,0.62,0.84,0.63,0.62,0.52,0.42,0.64,0.25,0.81,0.09,0.75,0.45,0.54,0.72,0.71,0.49,0.68
