,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.47,0.39,0.49,0.65,0.43,0.59,0.42,0.0,0.48,0.61,0.41
freedom-erp.csv,0.53,0.89,0.61,0.5,0.83,0.67,0.89,0.36,0.37,0.5,0.42
haggle.csv,0.6,0.75,0.77,0.5,0.84,0.93,0.48,0.67,0.0,0.89,0.74
jchassis.csv,0.0,0.0,0.0,0.0,0.75,0.0,0.83,0.0,0.0,0.86,0.0
jmoney.csv,0.45,0.36,0.35,0.39,0.41,0.4,0.93,0.46,0.35,0.47,0.9
jsidplay2.csv,0.4,0.77,0.4,0.75,0.41,0.83,0.47,0.31,0.61,0.48,0.5
madman.csv,0.75,0.57,0.69,0.47,0.92,0.63,0.66,0.8,0.47,0.68,0.34
matrex.csv,0.48,0.89,0.54,0.83,0.5,0.75,0.45,0.72,0.78,0.0,0.5
mediate.csv,0.48,0.57,0.5,0.52,0.43,0.49,0.4,0.34,0.67,0.64,0.53
primefaces.csv,0.31,0.4,0.39,0.48,0.32,0.44,0.33,0.39,0.4,0.5,0.44
tmva.csv,0.36,0.49,0.38,0.48,0.32,0.52,0.34,0.31,0.64,0.45,0.31
