,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.52,0.58,0.6,0.75
jlinalg.csv,0.45,0.51,0.56,0.53
qmmp.csv,0.44,0.5,0.6,0.56
yale.csv,0.58,0.91,0.67,0.58
