,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.74,0.54,0.6,0.5,0.76,0.8,0.57
flexpay.csv,0.45,0.69,0.68,0.94,0.75,0.53,0.68
modellus.csv,0.52,0.61,0.47,0.85,0.83,0.42,0.39
open-data-kit.csv,0.43,0.38,0.41,0.36,0.73,0.39,0.46
phet.csv,0.9,0.61,0.99,0.62,0.46,0.72,0.54
qtractor.csv,0.42,0.5,0.46,0.52,0.59,0.41,0.39
sumatrapdf.csv,0.38,0.42,0.39,0.38,0.59,0.44,0.42
