,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.33,0.69,0.61,0.82,0.84,0.82,0.58
bibedt.csv,0.93,0.46,0.41,0.69,0.76,0.88,0.95
fulguro.csv,0.82,0.92,0.79,0.8,0.82,1.09,0.63
glelite.csv,1.0,0.93,1.0,0.98,0.93,0.03,0.71
go.csv,0.71,0.36,0.76,0.66,0.72,0.52,0.96
libmesh.csv,0.96,0.96,0.81,0.71,0.43,1.17,0.69
moving-pictures.csv,0.54,0.82,0.58,0.46,0.89,0.72,0.6
