,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.85,0.32,0.4,0.21,0.31,0.18,0.45
bibedt.csv,0.85,0.56,0.6,0.36,0.27,0.43,0.91
fulguro.csv,0.27,0.13,0.6,0.79,0.38,0.57,0.45
glelite.csv,1.0,0.99,0.8,0.86,0.81,0.97,0.91
go.csv,0.96,0.73,1.0,0.39,0.35,0.48,0.73
libmesh.csv,0.04,0.04,0.2,0.43,0.69,0.03,0.45
moving-pictures.csv,0.62,0.18,0.5,0.64,0.23,0.28,0.64
