,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.8,0.46,0.44,0.29,0.29,0.31,0.32
bibedt.csv,0.63,0.68,0.6,0.43,0.33,0.59,0.21
fulguro.csv,0.33,0.2,0.27,0.59,0.33,0.71,0.24
glelite.csv,0.68,0.78,0.28,0.59,0.47,0.98,0.26
go.csv,0.74,0.78,0.39,0.47,0.37,0.65,0.17
libmesh.csv,0.07,0.07,0.25,0.45,0.62,0.06,0.2
moving-pictures.csv,0.63,0.3,0.37,0.65,0.23,0.44,0.25
