,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.49,0.93,1.01,0.58,0.91,0.92,0.65,1.01
apolloplayer.csv,0.93,0.38,0.7,0.9,0.77,0.66,0.63,0.72
k3d.csv,0.85,0.88,1.0,0.68,0.9,0.25,1.0,0.68
kowari.csv,0.75,0.74,1.0,0.83,0.76,0.69,0.46,0.61
redshell.csv,0.86,0.77,1.27,1.01,0.43,0.82,0.68,0.72
rtb-team.csv,0.89,0.64,1.01,0.3,0.83,0.9,0.88,0.26
xreal.csv,0.93,0.96,1.0,0.67,0.79,0.77,0.89,0.01
