,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.47,0.53,0.72,0.64,0.81,0.82,0.44,0.77,0.69,0.72,0.66,0.55,0.52,0.85
doomlegacy.csv,0.74,0.66,0.66,0.6,0.83,0.8,0.44,0.93,0.63,0.5,0.67,1.0,0.85,0.84
empserver.csv,0.6,0.94,0.69,0.7,0.43,0.78,0.38,0.86,0.52,0.85,0.4,0.53,0.8,0.74
fritzing.csv,0.5,0.45,0.58,0.81,0.75,0.56,0.56,0.84,0.59,0.82,0.53,0.73,0.62,0.57
ifmo-game-1.csv,0.85,0.96,0.92,0.29,0.76,1.0,0.91,0.89,0.92,0.94,0.96,1.01,0.89,0.9
jparsec.csv,0.56,0.92,0.94,0.77,1.0,0.85,0.95,0.38,0.99,0.91,0.62,0.55,0.68,1.0
lmms.csv,0.5,0.64,0.48,0.83,0.74,0.83,0.92,0.7,0.98,0.67,0.56,0.5,0.54,0.94
lufa-lib.csv,0.7,0.48,0.6,1.0,0.86,0.77,0.61,0.92,0.42,0.7,0.76,0.76,0.68,0.93
pgui.csv,0.68,0.99,0.93,0.97,0.56,1.0,0.44,0.93,0.99,0.96,0.62,1.0,0.74,1.0
pi-qmc.csv,0.75,0.87,0.68,0.81,0.76,0.46,0.87,0.58,0.86,0.78,0.74,0.23,0.74,0.59
repositorium.csv,0.94,0.96,0.79,0.74,0.83,0.37,1.0,0.87,0.95,0.78,0.84,0.81,0.85,0.89
superwaba.csv,0.39,0.51,0.67,0.6,0.7,0.62,0.51,0.65,0.74,0.7,0.66,0.73,0.85,0.78
xapian.csv,0.98,0.78,0.69,0.72,0.64,0.55,0.56,0.77,0.7,0.75,0.36,0.84,0.75,0.7
zemljanka.csv,0.83,0.82,0.87,0.64,0.92,0.85,0.85,0.99,0.92,0.76,0.94,0.82,0.86,0.21
