,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.53,0.43,0.6,0.64,0.9,0.89,0.51,0.81,0.68,0.76,0.94,0.67,0.64,0.97
doomlegacy.csv,0.46,0.41,0.42,0.45,0.85,0.42,0.57,0.44,0.46,0.36,0.73,0.41,0.42,0.98
empserver.csv,0.53,0.42,0.44,0.45,0.55,0.4,0.49,0.46,0.7,0.33,0.52,0.52,0.44,0.54
fritzing.csv,0.44,0.45,0.47,0.59,0.75,0.93,0.46,0.37,0.57,0.86,0.49,0.73,0.62,0.45
ifmo-game-1.csv,0.47,0.83,0.93,0.68,0.48,0.67,0.41,0.8,0.7,0.8,0.67,0.86,0.98,0.95
jparsec.csv,0.42,0.96,0.43,0.53,0.41,0.48,0.4,0.5,0.52,0.43,0.55,0.47,0.62,0.45
lmms.csv,0.45,0.46,0.47,0.45,0.41,0.94,0.39,0.5,0.52,0.58,0.62,0.7,0.61,0.45
lufa-lib.csv,0.95,0.56,0.6,0.59,0.86,0.88,0.6,0.42,0.73,0.68,0.51,0.63,0.98,0.87
pgui.csv,0.53,0.43,0.9,0.45,0.6,0.75,0.62,0.43,0.52,0.67,0.69,0.41,0.82,0.0
pi-qmc.csv,0.88,0.94,0.45,0.52,0.38,0.39,0.38,0.49,0.5,0.35,0.38,0.5,0.68,0.44
repositorium.csv,0.96,0.91,0.67,0.62,0.92,0.6,0.0,0.93,0.94,0.57,0.51,0.66,0.82,0.96
superwaba.csv,0.46,0.4,0.46,0.36,0.36,0.36,0.42,0.5,0.57,0.65,0.93,0.75,0.4,0.56
xapian.csv,0.41,0.47,0.52,0.55,0.92,0.52,0.54,0.7,0.66,0.4,0.71,0.59,0.51,0.56
zemljanka.csv,0.46,0.49,0.45,0.5,0.4,0.43,0.41,0.4,0.52,0.36,0.4,0.51,0.48,0.47
