,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.6,0.42,0.38,0.51,0.64,0.22,0.67,0.45,0.83,0.83,0.71,0.53,0.72,0.61,0.44,0.6,0.5,0.14,0.59
amygdala.csv,0.68,0.24,0.62,0.4,0.45,0.43,0.81,0.64,0.33,0.92,0.59,0.71,0.27,0.68,0.51,0.63,0.85,0.11,0.16
awemud.csv,0.9,0.86,0.44,0.76,0.82,0.37,0.96,0.73,0.83,0.17,1.0,0.87,0.77,0.87,0.51,0.9,0.77,0.78,0.8
bullet.csv,0.97,0.86,0.94,0.62,0.59,0.99,0.88,0.82,1.0,1.0,0.94,1.0,0.99,0.68,0.78,0.93,0.92,0.5,0.65
customwars.csv,0.05,0.06,0.0,0.04,0.04,0.0,0.02,0.0,0.17,0.17,0.0,0.0,0.0,0.04,0.02,0.07,0.0,0.06,0.04
dvd-create.csv,0.72,0.9,0.62,0.6,0.96,0.73,0.98,0.91,1.0,0.83,0.94,0.82,0.44,1.0,0.9,0.67,0.88,0.5,0.78
gbif-indexingtoolkit.csv,0.45,0.92,0.31,0.98,0.97,0.22,0.48,0.0,0.17,0.0,0.29,0.26,0.76,0.03,0.24,0.73,0.35,0.69,0.88
go.csv,0.87,0.91,0.75,0.38,0.61,0.57,0.92,0.82,1.0,0.0,0.94,0.84,0.75,0.76,0.8,0.87,0.85,0.89,0.84
growl-for-windows.csv,0.82,0.0,0.38,0.0,0.11,0.06,0.92,0.91,0.0,0.0,1.0,0.92,0.0,0.6,0.63,0.9,0.54,0.75,0.24
gss.csv,0.88,0.78,0.94,0.67,0.78,0.93,0.81,0.82,1.0,0.0,0.88,0.92,0.92,0.89,0.95,0.8,0.81,0.61,0.59
kwave.csv,0.09,0.03,0.25,0.02,0.01,0.03,0.1,0.27,0.0,0.5,0.06,0.21,0.13,0.44,0.17,0.0,0.31,0.0,0.04
libarchive.csv,0.86,0.9,0.44,0.4,0.61,0.82,0.9,0.82,1.0,0.92,0.94,0.84,0.9,0.97,0.93,0.57,0.81,1.0,0.57
linux-ntfs.csv,0.4,0.51,0.5,0.69,0.66,0.66,0.33,0.45,0.17,0.33,0.53,0.55,0.79,0.59,0.51,0.8,0.65,0.5,0.59
lsb.csv,0.4,0.41,0.19,0.56,0.84,0.28,0.15,0.36,0.0,0.0,0.71,0.42,0.28,0.15,0.27,0.67,0.42,0.42,0.22
mpgravity.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qcad2.csv,0.38,0.29,0.25,0.62,0.15,0.37,0.54,0.55,0.67,0.58,0.35,0.18,0.6,0.35,0.73,0.8,0.62,0.61,0.65
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.0,0.0,0.0,0.0
roller.csv,0.87,0.99,0.88,0.96,0.97,0.9,0.98,0.91,0.5,1.0,0.94,0.92,0.97,0.83,0.73,0.9,0.96,1.0,1.0
xinity.csv,0.37,0.86,0.5,0.49,0.74,0.43,0.6,0.64,0.33,1.0,0.41,0.47,0.94,0.51,0.85,0.77,0.73,0.69,0.69
