,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.46,0.46,0.29,0.16,0.4,0.42,0.33,0.27,0.01,0.18,0.23,0.3,0.97,0.69,0.55,0.24
amygdala.csv,0.47,0.0,0.1,0.2,0.0,0.61,0.42,0.2,0.0,0.0,0.18,0.97,0.29,0.48,0.52,0.32
awemud.csv,0.99,0.68,0.12,0.24,0.77,0.54,0.59,0.25,0.02,0.0,0.27,0.57,0.61,0.63,0.47,0.58
bullet.csv,0.79,0.74,0.3,0.43,0.73,0.99,0.51,0.13,0.0,0.35,0.21,0.69,0.42,0.55,0.62,0.7
customwars.csv,0.39,0.35,0.16,0.47,0.51,0.47,0.42,0.28,0.03,0.4,0.9,0.31,0.51,0.42,0.53,0.4
dvd-create.csv,0.81,0.77,0.44,0.34,0.99,0.74,0.53,0.33,0.01,0.41,0.24,0.71,0.32,0.59,0.69,0.69
gbif-indexingtoolkit.csv,0.44,0.38,0.38,0.21,0.48,0.4,0.3,0.95,0.0,0.32,0.27,0.37,0.45,0.14,0.23,0.41
go.csv,0.75,1.0,0.25,0.27,0.71,0.7,0.58,0.27,0.01,0.42,0.27,0.7,0.6,0.67,0.73,0.74
gss.csv,0.65,0.63,0.31,0.52,0.57,0.54,0.58,0.28,0.01,0.21,0.36,0.39,0.48,0.6,0.68,1.0
kwave.csv,0.58,0.61,1.0,0.0,0.23,0.47,0.37,0.08,0.01,0.29,0.22,0.55,0.12,0.48,0.42,0.57
lsb.csv,0.78,0.77,0.26,0.83,0.68,0.75,0.49,0.34,0.01,0.0,0.3,0.49,0.49,0.74,0.73,0.55
mpgravity.csv,0.66,0.54,0.2,0.29,0.49,0.57,0.58,0.33,0.02,0.96,0.28,0.55,0.57,0.65,0.6,0.58
qcad2.csv,0.46,0.67,0.37,0.08,0.47,0.28,0.98,0.33,0.01,0.0,0.36,0.21,0.24,0.41,0.37,0.5
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.59,0.74,0.36,0.41,0.7,0.39,0.51,0.24,0.0,0.32,0.25,0.62,0.52,0.99,0.66,0.63
xinity.csv,0.57,0.42,0.26,0.38,0.26,0.4,0.33,0.18,0.0,0.0,0.29,0.42,0.32,0.54,1.0,0.64
