,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.17,0.09,0.23,0.09,0.11,0.19,0.12,0.54,0.17,0.44,0.23,0.03,0.01,0.35,0.46,0.0
amygdala.csv,0.33,0.0,0.05,0.01,0.06,0.19,0.46,0.52,0.29,0.0,0.37,0.03,0.4,0.16,0.31,0.6
awemud.csv,0.0,0.44,0.27,0.43,0.44,0.29,0.29,0.34,0.25,0.0,0.57,0.29,0.25,0.27,0.58,0.35
bullet.csv,0.8,0.76,0.73,0.01,0.22,0.05,0.78,0.34,0.17,0.39,0.61,0.74,0.42,0.65,0.58,0.75
customwars.csv,0.03,0.56,0.55,0.22,0.56,0.52,0.21,0.28,0.09,0.0,0.0,0.17,0.48,0.24,0.35,0.3
dvd-create.csv,0.77,0.8,0.66,0.76,0.06,0.67,0.77,0.6,0.69,0.56,0.73,0.69,0.61,0.55,0.54,0.3
gbif-indexingtoolkit.csv,0.27,0.62,0.18,0.79,0.83,0.24,0.27,0.0,0.48,0.98,0.28,0.31,0.43,0.04,0.23,0.05
go.csv,0.77,0.0,0.46,0.55,0.5,0.29,0.57,0.8,0.68,0.07,0.96,0.63,0.36,0.57,0.77,0.7
gss.csv,0.27,0.58,0.39,0.09,0.33,0.52,0.24,0.4,0.37,0.32,0.6,0.54,0.5,0.33,0.38,0.0
kwave.csv,0.27,0.11,0.0,0.41,0.17,0.24,0.46,0.28,0.57,0.41,0.42,0.34,0.35,0.16,0.46,0.25
lsb.csv,0.6,0.38,0.55,0.03,0.28,0.43,0.7,0.56,0.41,0.0,0.72,0.51,0.6,0.51,0.65,0.6
mpgravity.csv,0.27,0.18,0.36,0.57,0.33,0.43,0.39,0.58,0.21,0.02,0.54,0.34,0.4,0.35,0.5,0.45
qcad2.csv,0.07,0.76,0.11,0.22,0.72,0.1,0.01,0.18,0.22,0.0,0.2,0.11,0.21,0.06,0.31,0.0
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.4,0.53,0.2,0.75,0.61,0.19,0.58,0.5,0.72,0.22,0.57,0.43,0.59,0.02,0.62,0.55
xinity.csv,0.23,0.42,0.2,0.66,0.28,0.24,0.43,0.58,0.62,0.0,0.44,0.2,0.44,0.16,0.0,0.85
