,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,1.0,2.0,2.0,3.0,0.0,1.0,2.0,8.0,297.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
amygdala.csv,0.0,123.0,0.0,0.0,91.0,0.0,4.0,2.0,469.0,52.0,9.0,0.0,29.0,0.0,1.0,1.0
awemud.csv,0.0,0.0,9.0,0.0,1.0,2.0,3.0,2.0,221.0,52.0,5.0,3.0,0.0,1.0,0.0,0.0
bullet.csv,2.0,2.0,1.0,2.0,1.0,0.0,10.0,16.0,367.0,3.0,19.0,1.0,36.0,3.0,0.0,0.0
customwars.csv,0.0,3.0,12.0,14.0,0.0,3.0,6.0,5.0,109.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0
dvd-create.csv,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,1195.0,5.0,14.0,2.0,17.0,2.0,1.0,0.0
gbif-indexingtoolkit.csv,2.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,1050.0,7.0,5.0,1.0,46.0,1.0,1.0,0.0
go.csv,2.0,0.0,7.0,0.0,0.0,0.0,4.0,6.0,1249.0,0.0,1.0,3.0,16.0,0.0,0.0,0.0
gss.csv,0.0,2.0,0.0,5.0,0.0,2.0,9.0,7.0,557.0,1.0,0.0,1.0,51.0,2.0,0.0,0.0
kwave.csv,0.0,0.0,0.0,181.0,0.0,2.0,6.0,10.0,1117.0,3.0,8.0,1.0,18.0,0.0,0.0,1.0
lsb.csv,1.0,1.0,1.0,0.0,1.0,2.0,8.0,3.0,579.0,52.0,0.0,8.0,19.0,0.0,0.0,2.0
mpgravity.csv,1.0,1.0,10.0,47.0,0.0,1.0,2.0,2.0,181.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0
qcad2.csv,1.0,4.0,2.0,14.0,0.0,0.0,0.0,2.0,275.0,52.0,2.0,3.0,24.0,0.0,1.0,0.0
qtwin.csv,107.0,123.0,71.0,181.0,91.0,87.0,144.0,60.0,0.0,52.0,111.0,72.0,367.0,125.0,66.0,49.0
roller.csv,0.0,2.0,0.0,1.0,0.0,2.0,19.0,9.0,1357.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0
xinity.csv,0.0,0.0,6.0,1.0,0.0,0.0,9.0,3.0,1469.0,52.0,12.0,4.0,22.0,0.0,0.0,0.0
