,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.36,0.37,0.35,0.13,0.3,0.32,0.29,0.53,0.54,0.28,0.33,0.22,0.97,0.65,0.5,0.16
amygdala.csv,0.39,0.0,0.07,0.13,0.0,0.5,0.52,0.38,0.2,0.0,0.33,0.97,0.37,0.4,0.45,0.29
awemud.csv,0.98,0.63,0.14,0.34,0.66,0.44,0.68,0.4,0.94,0.0,0.59,0.53,0.72,0.58,0.41,0.52
bullet.csv,0.52,0.56,0.49,0.34,0.64,0.98,0.55,0.21,0.2,0.52,0.49,0.6,0.55,0.49,0.56,0.56
customwars.csv,0.28,0.3,0.27,0.55,0.4,0.38,0.42,0.4,0.71,0.29,0.85,0.25,0.69,0.35,0.47,0.34
dvd-create.csv,0.56,0.53,0.69,0.5,0.98,0.58,0.57,0.63,0.69,0.66,0.54,0.65,0.46,0.54,0.64,0.64
gbif-indexingtoolkit.csv,0.35,0.33,0.43,0.34,0.3,0.31,0.31,0.93,0.2,0.09,0.45,0.33,0.59,0.1,0.18,0.32
go.csv,0.53,1.0,0.4,0.43,0.59,0.6,0.73,0.48,0.63,0.38,0.17,0.67,0.77,0.62,0.55,0.63
gss.csv,0.56,0.56,0.47,0.49,0.46,0.44,0.63,0.47,0.89,0.29,0.74,0.39,0.65,0.54,0.63,1.0
kwave.csv,0.49,0.52,1.0,0.0,0.17,0.37,0.46,0.11,0.7,0.45,0.44,0.53,0.14,0.4,0.37,0.51
lsb.csv,0.66,0.73,0.44,0.81,0.58,0.66,0.6,0.64,0.77,0.0,0.62,0.47,0.67,0.7,0.64,0.5
mpgravity.csv,0.57,0.46,0.28,0.46,0.39,0.47,0.7,0.64,0.95,1.0,0.6,0.53,0.75,0.61,0.55,0.53
qcad2.csv,0.36,0.51,0.36,0.09,0.34,0.19,0.98,0.41,0.37,0.0,0.51,0.16,0.25,0.31,0.31,0.38
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.51,0.68,0.42,0.57,0.55,0.29,0.65,0.46,0.52,0.37,0.55,0.62,0.71,0.99,0.59,0.58
xinity.csv,0.48,0.36,0.29,0.58,0.19,0.31,0.41,0.37,0.34,0.0,0.58,0.36,0.43,0.46,1.0,0.41
