,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.83,0.86,0.28,0.29,0.9,0.83,0.5,0.18,0.01,0.14,0.19,0.88,0.97,0.73,0.62,1.0
amygdala.csv,0.73,0.0,0.25,0.83,0.0,0.89,0.36,0.13,0.0,0.0,0.12,0.97,0.26,0.76,0.68,0.4
awemud.csv,1.0,0.72,0.12,0.19,0.86,0.82,0.53,0.19,0.01,0.0,0.17,0.66,0.53,0.75,0.53,0.68
bullet.csv,0.74,0.66,0.2,0.87,0.92,0.99,0.36,0.11,0.0,0.27,0.13,0.57,0.34,0.55,0.62,0.62
customwars.csv,0.95,0.47,0.11,0.43,0.74,0.69,0.47,0.22,0.02,1.0,1.0,0.57,0.39,0.66,0.67,0.6
dvd-create.csv,0.75,0.67,0.29,0.23,0.99,0.77,0.37,0.21,0.0,0.28,0.15,0.59,0.24,0.61,0.67,0.76
gbif-indexingtoolkit.csv,0.75,0.47,0.38,0.14,0.65,0.78,0.33,1.0,0.0,0.2,0.21,0.5,0.36,0.75,0.5,0.89
go.csv,0.73,1.0,0.19,0.2,0.84,0.87,0.43,0.17,0.0,0.57,0.16,0.59,0.48,0.64,0.64,0.65
gss.csv,0.84,0.65,0.24,0.62,0.84,0.72,0.56,0.2,0.01,0.19,0.22,0.42,0.36,0.7,0.72,1.0
kwave.csv,0.81,0.88,1.0,0.0,0.77,0.81,0.32,0.07,0.0,0.23,0.15,0.61,0.12,0.76,0.54,0.74
lsb.csv,0.77,0.78,0.18,0.9,0.89,0.84,0.36,0.22,0.0,0.0,0.18,0.5,0.36,0.69,0.66,0.57
mpgravity.csv,0.84,0.8,0.17,0.21,0.81,0.77,0.48,0.22,0.01,0.92,0.18,0.61,0.45,0.71,0.64,0.64
qcad2.csv,0.92,0.63,0.45,0.09,0.68,0.85,0.98,0.31,0.0,0.0,0.3,0.56,0.28,0.87,0.58,1.0
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.76,0.72,0.35,0.27,0.81,0.81,0.39,0.17,0.0,0.31,0.16,0.62,0.37,0.99,0.64,0.63
xinity.csv,0.83,0.58,0.27,0.26,0.71,0.78,0.3,0.12,0.0,0.0,0.19,0.63,0.27,0.79,1.0,0.56
