,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.46,0.45,0.41,0.2,0.22,0.34,0.18,0.31,0.08,0.23,0.24,0.11,0.29,0.65,0.0,0.69,0.11,0.27,0.22
auber.csv,0.98,0.68,0.99,0.6,0.81,1.0,0.82,0.57,0.77,0.77,0.99,0.48,0.24,0.36,1.0,0.86,0.61,0.53,0.59
cortex-vfx.csv,0.35,0.09,0.41,0.3,0.16,0.27,0.09,0.18,0.15,0.25,0.18,0.1,0.31,0.23,0.0,0.55,0.06,0.2,0.26
empserver.csv,0.47,0.73,0.97,0.4,0.31,0.37,0.3,0.41,0.15,0.52,0.48,0.17,0.55,0.71,0.0,0.9,0.11,0.53,0.31
flylegacy.csv,0.45,0.23,0.93,0.48,0.24,0.29,0.03,0.59,0.54,0.82,0.51,0.76,0.33,0.31,1.0,1.0,0.56,0.4,0.0
galaxium.csv,0.38,0.77,0.63,0.5,0.34,0.32,0.12,0.39,0.31,0.22,0.33,0.11,0.29,0.54,0.0,0.66,0.39,0.53,0.04
growl-for-windows.csv,0.0,0.0,0.0,0.78,0.0,0.0,0.03,0.59,0.62,0.02,0.0,0.11,0.15,0.0,0.0,0.17,0.11,0.47,0.0
k3d.csv,0.18,0.27,0.01,0.6,0.15,0.12,0.88,0.52,0.46,0.2,0.01,0.23,0.22,0.06,0.0,0.45,0.11,0.13,0.53
libarchive.csv,0.68,0.82,0.8,0.85,0.75,0.58,0.64,0.74,1.0,0.48,0.6,0.64,0.56,0.84,0.0,0.79,0.72,0.73,0.24
linux-ntfs.csv,0.36,0.59,0.71,0.68,0.55,0.04,0.3,0.79,0.85,0.82,0.66,0.44,0.36,0.05,1.0,0.41,0.83,0.67,0.37
m-a-d-n-e-s-s.csv,0.26,0.27,0.48,0.15,0.12,0.11,0.48,0.0,0.0,0.23,0.05,0.11,0.09,0.12,0.0,0.17,0.22,0.27,0.32
novembre.csv,0.24,0.14,0.19,0.2,0.09,0.19,0.67,0.0,0.15,0.05,0.39,0.05,0.02,0.02,0.0,0.14,0.0,0.0,0.59
qtwin.csv,0.04,0.09,0.04,0.0,0.07,0.09,0.0,0.07,0.15,0.02,0.11,0.07,0.07,0.61,0.0,0.21,0.06,0.13,0.0
st-filteredstatistics.csv,0.83,0.91,0.97,1.0,0.57,0.66,0.97,0.98,0.31,0.92,0.89,0.78,0.35,0.95,1.0,0.72,0.94,0.53,0.87
tweetsharp.csv,0.67,0.0,0.33,0.42,0.27,0.73,0.09,0.9,0.85,0.4,0.52,0.46,0.65,0.37,1.0,0.28,0.5,0.27,0.18
unladen-swallow.csv,0.2,0.27,0.13,0.52,0.31,0.24,0.55,0.39,0.31,0.28,0.23,0.26,0.18,0.27,0.0,0.0,0.39,0.33,0.16
wishmaster.csv,0.17,0.59,0.22,0.4,0.34,0.31,0.39,0.28,0.31,0.22,0.23,0.57,0.2,0.3,0.0,0.0,0.44,0.2,0.03
