,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.58,0.33,0.49,0.31,0.48,0.56,0.54,0.64,0.32,0.7,0.45,0.54,0.31,0.32,0.98,0.91,0.44
enzo.csv,0.64,0.69,0.67,0.81,0.88,0.69,0.73,0.76,0.99,0.6,0.73,0.86,0.81,0.45,0.84,1.0,0.74
hydrogen.csv,0.49,0.12,0.19,0.03,0.27,1.0,0.25,0.55,0.13,0.2,0.27,0.14,0.15,0.15,0.39,0.59,0.53
keyczar.csv,0.51,0.35,0.33,0.81,0.37,0.19,0.28,0.43,0.66,0.6,0.41,0.75,1.0,0.37,0.5,0.36,0.79
lphant.csv,0.36,0.45,0.6,0.44,0.54,0.62,0.69,0.79,0.6,0.5,1.0,0.57,0.42,0.59,0.68,0.95,0.65
lsb.csv,0.71,0.64,0.78,0.78,0.87,0.94,0.69,0.83,0.83,0.8,0.95,0.89,0.75,0.98,0.98,1.0,0.74
maya-work-in-progress.csv,0.62,0.76,0.94,0.94,0.86,0.88,0.91,0.71,0.84,0.9,0.82,0.86,0.58,0.98,0.82,1.0,0.84
mcore3d.csv,0.18,1.0,0.7,0.81,0.22,0.19,0.46,0.1,0.08,0.7,0.73,0.64,0.4,0.7,0.75,0.5,0.14
mscore.csv,0.22,0.49,0.41,0.62,0.98,0.69,0.64,0.67,0.4,1.0,0.64,0.68,0.38,0.45,0.45,0.91,0.67
natpad.csv,0.78,0.55,0.48,0.47,0.5,0.75,0.79,0.81,0.81,0.7,0.45,0.54,0.33,0.8,0.45,0.55,0.95
rocrail.csv,0.02,0.16,0.17,0.12,0.27,0.56,0.19,0.36,0.2,0.4,0.23,0.36,0.19,0.14,0.3,1.0,0.28
salasaga.csv,0.89,0.47,0.7,0.91,0.76,0.69,0.55,0.64,0.68,0.6,0.5,0.86,0.85,0.7,0.68,0.68,0.53
virtuoso.csv,0.91,0.97,0.94,1.0,0.92,0.94,0.96,0.93,0.99,0.7,1.0,0.96,0.17,0.98,0.91,0.95,0.98
xemeiah.csv,0.49,0.46,0.51,0.19,0.35,0.56,0.99,0.62,0.41,0.4,0.45,0.43,0.19,0.47,0.55,0.77,0.63
xined.csv,0.6,0.15,0.22,0.34,0.3,0.38,0.33,0.14,0.14,1.0,0.41,0.68,0.04,0.57,0.41,0.32,0.26
xtreemfs.csv,0.2,0.64,0.76,0.62,0.54,0.69,0.7,0.55,0.37,0.5,0.73,0.11,0.48,0.98,0.68,0.77,0.42
yield.csv,0.4,0.67,0.97,0.72,0.76,0.88,0.73,0.88,0.63,0.8,0.77,0.82,0.6,0.76,0.82,0.91,0.93
