,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.36,0.75,0.79,0.71,0.8,0.39,0.64,0.36,0.97,0.29,0.53,0.28,0.88,0.88,1.0,0.42,0.68
enzo.csv,0.45,0.76,0.54,0.51,0.62,0.22,0.49,0.26,0.97,0.15,0.42,0.21,0.87,0.73,0.5,0.3,0.46
hydrogen.csv,0.88,0.74,0.63,1.0,0.92,1.0,0.85,0.35,1.0,0.4,0.6,0.24,0.88,0.91,0.68,0.42,0.61
keyczar.csv,0.28,0.6,0.42,0.43,0.5,0.06,0.38,0.23,0.93,0.3,0.45,0.26,0.98,0.82,0.51,0.21,0.46
lphant.csv,0.12,0.72,0.56,0.74,0.71,0.26,0.57,0.25,0.94,0.31,1.0,0.34,0.83,0.91,0.65,0.35,0.6
lsb.csv,0.97,0.74,0.57,0.6,0.65,0.27,0.51,0.27,0.91,0.24,0.44,0.21,0.86,0.86,0.57,0.32,0.48
maya-work-in-progress.csv,0.18,0.71,0.53,1.0,0.67,0.19,0.53,0.22,0.8,0.23,0.47,0.26,0.88,0.85,0.49,0.28,0.47
mcore3d.csv,0.09,1.0,0.68,0.54,0.68,0.15,0.58,0.12,0.89,0.19,0.46,0.2,0.73,0.89,0.55,0.31,0.86
mscore.csv,0.59,0.77,0.93,0.87,0.98,0.31,0.54,0.28,0.98,0.26,0.64,0.18,0.82,0.86,0.54,0.34,0.52
natpad.csv,0.22,0.73,0.58,0.94,0.73,0.19,0.58,0.25,0.78,0.24,0.38,0.23,0.8,0.88,0.56,0.29,1.0
rocrail.csv,1.0,0.76,0.85,0.8,0.81,0.39,0.81,0.5,1.0,0.44,1.0,0.42,0.9,0.85,0.76,1.0,0.67
salasaga.csv,0.31,0.6,0.4,0.39,0.55,0.11,0.37,0.28,0.78,0.21,0.3,1.0,0.75,0.82,0.39,0.18,0.35
virtuoso.csv,0.27,0.69,0.49,0.41,0.61,0.18,0.47,0.95,0.8,0.3,0.4,0.18,0.8,0.85,0.45,0.23,0.4
xemeiah.csv,0.55,0.79,0.78,0.86,0.86,0.38,1.0,0.29,0.95,0.21,0.59,0.27,0.82,0.84,0.73,0.44,0.61
xined.csv,0.17,0.67,0.45,0.42,0.71,0.17,0.56,0.33,1.0,1.0,0.5,0.13,1.0,0.85,0.55,0.29,0.52
xtreemfs.csv,0.2,0.75,0.6,0.57,0.74,0.18,0.55,0.37,0.88,0.19,0.42,0.14,0.79,1.0,0.58,0.36,0.55
yield.csv,0.21,0.74,1.0,0.62,0.73,0.18,0.56,0.29,0.91,0.22,0.55,0.29,0.76,0.85,0.54,0.29,0.47
