,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.44,0.46,0.61,0.43,0.6,0.46,0.59,0.47,0.49,0.41,0.49,0.37,0.46,0.47,0.99,0.57,0.54
enzo.csv,0.53,0.73,0.6,0.63,0.73,0.33,0.58,0.39,0.98,0.24,0.53,0.34,0.84,0.56,0.63,0.46,0.57
hydrogen.csv,0.63,0.2,0.29,0.06,0.42,1.0,0.39,0.43,0.23,0.27,0.37,0.18,0.25,0.26,0.49,0.49,0.57
keyczar.csv,0.36,0.44,0.37,0.57,0.42,0.09,0.32,0.3,0.77,0.4,0.43,0.39,0.99,0.51,0.51,0.27,0.58
lphant.csv,0.18,0.55,0.58,0.55,0.61,0.36,0.63,0.38,0.73,0.38,1.0,0.43,0.56,0.71,0.67,0.51,0.62
lsb.csv,0.82,0.69,0.66,0.68,0.74,0.42,0.58,0.4,0.87,0.36,0.6,0.34,0.8,0.92,0.72,0.49,0.58
maya-work-in-progress.csv,0.28,0.74,0.67,0.97,0.75,0.31,0.67,0.34,0.82,0.37,0.6,0.4,0.7,0.91,0.62,0.43,0.6
mcore3d.csv,0.12,1.0,0.69,0.65,0.33,0.17,0.52,0.11,0.14,0.3,0.56,0.31,0.51,0.78,0.63,0.39,0.24
mscore.csv,0.32,0.6,0.57,0.73,0.98,0.43,0.59,0.39,0.57,0.42,0.64,0.29,0.51,0.59,0.49,0.5,0.59
natpad.csv,0.35,0.63,0.52,0.62,0.59,0.3,0.67,0.38,0.8,0.36,0.42,0.32,0.47,0.84,0.5,0.37,0.98
rocrail.csv,0.04,0.26,0.29,0.22,0.41,0.46,0.31,0.42,0.33,0.42,0.37,0.38,0.31,0.24,0.43,1.0,0.39
salasaga.csv,0.45,0.53,0.51,0.54,0.64,0.19,0.45,0.39,0.72,0.32,0.37,0.92,0.8,0.75,0.5,0.29,0.42
virtuoso.csv,0.42,0.8,0.64,0.58,0.74,0.3,0.63,0.94,0.89,0.42,0.57,0.3,0.28,0.91,0.61,0.38,0.56
xemeiah.csv,0.52,0.58,0.62,0.31,0.5,0.45,0.99,0.4,0.58,0.28,0.51,0.33,0.31,0.6,0.62,0.56,0.62
xined.csv,0.26,0.24,0.3,0.38,0.42,0.24,0.42,0.2,0.24,1.0,0.45,0.21,0.08,0.69,0.47,0.3,0.34
xtreemfs.csv,0.2,0.69,0.67,0.6,0.63,0.29,0.61,0.44,0.52,0.27,0.53,0.12,0.6,0.99,0.62,0.49,0.47
yield.csv,0.27,0.7,0.98,0.67,0.75,0.29,0.64,0.44,0.74,0.35,0.64,0.43,0.67,0.8,0.65,0.44,0.62
