,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.34,0.23,0.12,0.09,0.18,0.14,0.26,0.34,0.04,0.4,0.27,0.25,0.13,0.23,0.0,0.35,0.14
enzo.csv,0.26,0.46,0.53,0.53,0.78,0.4,0.67,0.65,0.12,0.77,0.67,0.56,0.4,0.89,0.69,0.65,0.58
hydrogen.csv,0.02,0.09,0.1,0.0,0.04,0.0,0.04,0.31,0.0,0.07,0.12,0.08,0.07,0.08,0.15,0.22,0.23
keyczar.csv,0.43,0.49,0.43,0.72,0.54,0.5,0.4,0.44,0.2,0.33,0.33,0.38,0.07,0.44,0.39,0.38,0.62
lphant.csv,0.82,0.37,0.44,0.11,0.32,0.29,0.44,0.7,0.16,0.26,0.0,0.2,0.27,0.31,0.3,0.49,0.3
lsb.csv,0.01,0.49,0.54,0.36,0.69,0.4,0.58,0.69,0.32,0.6,0.82,0.59,0.4,0.84,0.61,0.57,0.55
maya-work-in-progress.csv,0.91,0.65,0.78,0.0,0.64,0.59,0.69,0.74,0.88,0.7,0.61,0.43,0.27,0.93,0.69,0.72,0.64
mcore3d.csv,0.56,0.0,0.31,0.47,0.15,0.17,0.28,0.21,0.04,0.67,0.58,0.45,0.47,0.46,0.5,0.3,0.02
mscore.csv,0.05,0.32,0.03,0.06,0.02,0.24,0.46,0.51,0.04,0.65,0.24,0.54,0.27,0.39,0.31,0.48,0.42
natpad.csv,0.88,0.42,0.32,0.02,0.27,0.51,0.5,0.72,0.92,0.51,0.48,0.32,0.27,0.57,0.3,0.38,0.0
rocrail.csv,0.0,0.11,0.03,0.02,0.09,0.14,0.04,0.11,0.0,0.12,0.0,0.09,0.07,0.13,0.07,0.0,0.09
salasaga.csv,0.66,0.67,0.97,0.98,0.93,0.9,0.79,0.5,0.8,0.51,0.79,0.0,0.93,0.84,0.87,0.85,0.67
virtuoso.csv,0.8,0.93,0.9,0.98,0.85,0.7,0.92,0.01,1.0,0.37,1.0,0.78,0.13,0.93,0.89,0.86,1.0
xemeiah.csv,0.13,0.26,0.13,0.02,0.08,0.15,0.0,0.45,0.08,0.35,0.21,0.2,0.13,0.48,0.17,0.28,0.27
xined.csv,0.97,0.16,0.25,0.32,0.18,0.29,0.22,0.09,0.0,0.0,0.27,0.83,0.0,0.52,0.28,0.21,0.16
xtreemfs.csv,0.27,0.46,0.47,0.32,0.28,0.5,0.5,0.29,0.2,0.51,0.67,0.11,0.4,0.0,0.41,0.38,0.23
yield.csv,0.5,0.49,0.0,0.3,0.41,0.66,0.49,0.65,0.24,0.65,0.42,0.36,0.6,0.7,0.57,0.61,0.7
