,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.61,0.93,1.0,0.48,0.71,0.88,0.72,0.36,0.89,0.55,0.49,0.6,0.84,0.57
awemud.csv,0.53,0.93,0.72,0.65,0.63,0.53,0.57,0.32,0.59,0.61,0.54,0.65,0.36,0.54
buddata-ebxml-registry.csv,0.93,0.99,0.84,0.97,0.9,0.99,0.99,0.96,0.92,0.9,1.0,1.0,0.09,0.93
cornerstone.csv,0.95,0.79,1.0,0.96,0.54,0.98,0.97,1.0,0.45,0.89,0.92,0.56,0.76,0.91
firebreath.csv,0.53,1.02,0.94,0.48,0.59,0.54,0.49,0.57,0.7,0.79,0.58,0.63,0.67,0.43
lsb.csv,0.54,0.28,0.69,0.64,0.58,0.62,0.79,0.7,0.6,0.5,0.88,0.76,0.79,0.63
maya-work-in-progress.csv,0.6,0.65,0.43,0.73,0.83,0.71,0.59,0.28,0.85,0.59,0.51,0.76,0.62,0.74
mia.csv,0.87,0.89,0.94,0.8,0.95,0.68,0.82,0.54,0.65,0.49,0.68,0.96,0.97,0.67
open-beos.csv,0.49,0.77,0.53,0.54,0.63,0.44,0.7,0.66,0.59,0.73,0.49,0.8,0.49,0.41
qgis.csv,0.67,0.97,0.75,0.48,0.65,0.66,0.74,0.47,0.8,0.9,0.7,0.55,0.67,0.48
rocrail.csv,0.5,0.96,0.87,0.58,0.46,0.54,0.58,0.43,0.56,0.55,0.58,0.52,0.57,0.28
rtb-team.csv,0.63,0.98,0.24,0.66,0.99,0.76,0.8,0.81,0.69,0.89,0.82,0.66,1.14,0.62
tradelink.csv,0.67,0.88,0.8,0.64,0.7,0.72,0.95,0.81,0.88,0.96,0.9,0.48,1.02,0.69
upp-mirror.csv,0.61,0.49,0.93,0.66,0.46,0.64,0.65,0.63,0.74,0.62,0.77,0.65,0.76,0.51
