,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.17,0.73,0.48,0.09,0.13,0.32,0.22,0.37,0.25,0.36,0.39,0.13,0.68,0.24,0.18,0.12,0.17,0.07,0.62
delphilhlplib.csv,0.3,0.68,0.84,0.46,0.74,0.58,0.4,0.57,0.58,0.55,0.48,0.55,0.71,0.57,0.48,0.52,0.8,0.31,0.52
exordium.csv,0.39,0.44,0.61,0.51,0.73,0.61,0.32,0.64,0.75,0.57,0.2,0.47,0.76,0.57,0.56,0.43,0.55,0.17,0.84
fltk.csv,0.73,0.19,0.36,0.66,0.46,0.58,0.61,0.6,0.54,0.54,0.7,0.37,0.12,0.51,0.65,0.58,0.65,0.36,0.8
genoviz.csv,0.3,0.06,0.54,0.1,0.25,0.42,0.05,0.06,0.15,0.12,0.07,0.13,0.0,0.11,0.21,0.15,0.26,0.15,0.99
gzigzag.csv,0.71,0.05,0.45,0.31,0.42,0.58,0.12,0.37,0.63,0.29,0.59,0.47,0.16,0.41,0.34,0.33,0.19,0.12,0.71
irrlicht.csv,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
kmess.csv,0.41,0.0,0.1,0.67,0.59,0.5,0.07,0.68,0.72,0.52,0.04,0.64,0.16,0.51,0.61,0.71,0.16,0.0,0.43
moast.csv,0.21,0.0,0.27,0.4,0.41,0.3,0.39,0.29,0.0,0.35,0.0,0.29,0.12,0.55,0.21,0.0,0.97,0.0,0.61
mptvseries.csv,0.73,0.65,0.0,0.46,0.65,0.36,0.09,0.7,0.6,0.42,0.76,0.52,0.4,0.38,0.53,0.48,0.02,0.26,0.74
nativeclient.csv,0.53,0.66,0.5,0.58,0.57,0.58,0.4,0.65,0.66,0.58,0.78,0.75,0.73,0.65,0.57,0.63,0.44,0.68,0.59
openfrag.csv,0.3,0.42,0.38,0.59,0.78,0.56,0.46,0.57,0.69,0.64,0.54,0.68,0.55,0.77,0.58,0.59,0.59,0.5,0.31
phet.csv,0.04,0.59,0.34,0.12,0.23,0.41,0.63,0.35,0.18,0.4,0.11,0.32,0.29,0.25,0.39,0.37,0.02,0.44,0.0
qdvdauthor.csv,0.52,0.46,0.48,0.5,0.42,0.5,0.58,0.66,0.69,0.51,0.0,0.42,0.6,0.71,0.76,0.62,0.9,0.42,0.0
qse.csv,0.44,0.0,0.33,0.65,0.51,0.56,0.56,0.51,0.52,0.4,0.81,0.46,0.36,0.31,0.46,0.5,0.25,0.04,0.42
sauerbraten.csv,0.72,0.39,0.34,0.13,0.41,0.52,0.46,0.13,0.0,0.39,0.0,0.05,0.43,0.17,0.0,0.09,0.6,0.05,0.28
toped.csv,0.62,0.42,0.56,0.56,0.58,0.37,0.49,0.66,0.83,0.56,0.49,0.45,0.47,0.62,0.71,0.59,0.81,0.59,0.43
truevision.csv,0.65,0.0,0.4,0.63,0.57,0.35,0.28,0.52,0.61,0.53,0.0,0.77,0.69,0.52,0.55,0.58,0.13,0.06,0.23
zoolib.csv,0.68,0.25,0.63,0.44,0.66,0.6,0.16,0.52,0.6,0.5,0.2,0.42,0.72,0.35,0.46,0.55,0.45,0.15,0.74
