,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,1.0,0.48,0.98,0.11,0.0,0.5,0.29
ifmo-game-1.csv,0.0,0.0,0.5,1.0,1.0,0.18,0.0
knowledge.csv,1.0,0.35,0.48,0.08,0.12,0.35,0.45
pentahoanalysistool.csv,0.97,1.0,0.56,0.0,0.18,0.79,0.6
projecteqemu.csv,0.97,0.35,0.25,0.13,0.0,0.67,1.0
sumatrapdf.csv,0.96,0.35,0.41,0.1,0.36,1.0,0.48
voms.csv,0.94,0.27,0.22,0.13,1.0,0.62,0.39
