,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.37,0.45,0.39,0.45,0.42,0.45,0.48,0.47,0.48,0.42,0.31,0.48,0.43,0.38,0.33,0.4
calcubetimer.csv,0.31,0.41,0.43,0.44,0.37,0.58,0.49,0.38,0.45,0.43,0.3,0.4,0.34,0.37,0.3,0.41
chaosrts.csv,0.35,0.44,0.45,0.46,0.41,0.57,0.41,0.4,0.47,0.41,0.38,0.51,0.45,0.4,0.34,0.41
dxengine.csv,0.82,0.66,0.89,0.56,0.76,0.61,0.95,0.66,0.74,0.86,0.49,0.83,0.64,0.72,0.84,0.5
freedom-erp.csv,0.8,0.0,0.0,0.0,0.72,0.0,0.0,0.88,0.0,0.67,0.39,0.5,0.86,0.75,0.0,0.88
joustsim.csv,0.41,0.41,0.67,0.4,0.68,0.71,0.74,0.47,0.43,0.64,0.46,0.82,0.4,0.53,0.42,0.77
jsidplay2.csv,0.39,0.47,0.77,0.91,0.41,0.59,0.62,0.44,0.92,0.47,0.32,0.49,0.5,0.54,0.37,0.44
madman.csv,0.91,0.0,0.83,0.86,0.0,0.89,0.86,0.8,0.95,0.0,0.0,0.75,0.86,0.83,0.67,0.83
mclient-mume.csv,0.92,0.86,0.5,0.57,0.0,0.93,0.95,0.75,0.63,0.0,0.0,0.0,0.62,0.94,0.91,0.83
primefaces.csv,0.58,0.61,0.47,0.46,0.81,0.7,0.54,0.69,0.51,0.76,0.91,0.79,0.54,0.49,0.42,0.73
reaper3d.csv,0.95,0.0,0.0,0.0,0.87,0.72,0.83,0.0,0.5,0.0,0.81,0.0,0.0,0.86,0.88,0.91
sblim.csv,0.89,0.5,0.5,0.88,0.0,0.78,0.97,0.93,0.96,0.67,0.91,0.67,0.5,0.67,0.93,0.8
sevenupdate.csv,0.43,0.47,0.42,0.42,0.41,0.45,0.48,0.38,0.45,0.67,0.31,0.52,0.4,0.42,0.31,0.45
springside.csv,0.49,0.64,0.77,0.42,0.41,0.67,0.6,0.55,0.57,0.5,0.33,0.52,0.5,0.37,0.64,0.48
swtfox.csv,0.58,0.59,0.74,0.7,0.83,0.53,0.52,0.74,0.73,0.77,0.96,0.96,0.81,0.93,0.75,0.77
tmva.csv,0.32,0.47,0.51,0.48,0.47,0.5,0.47,0.44,0.52,0.44,0.31,0.49,0.4,0.41,0.35,0.39
