,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.0,1.0,1.0,0.94,0.91,0.93,0.97,0.77,0.92,1.0,0.96,1.0,0.94,0.95,1.0,1.0
calcubetimer.csv,1.0,0.79,0.45,0.77,0.71,0.94,0.52,0.97,0.97,0.0,0.87,0.62,0.64,0.94,0.63,0.87
chaosrts.csv,0.83,0.71,0.9,0.96,0.71,0.96,0.36,0.95,0.9,0.82,0.6,0.89,0.88,0.78,0.62,0.01
dxengine.csv,0.8,0.41,0.77,0.07,0.88,0.39,0.85,0.61,0.75,0.75,0.62,0.82,0.54,0.65,0.71,0.74
freedom-erp.csv,0.99,0.98,1.0,1.0,0.71,1.0,1.0,0.98,1.0,0.79,0.06,1.0,0.88,1.0,1.0,0.94
joustsim.csv,0.57,0.83,0.93,0.63,0.7,0.81,0.58,0.75,0.71,0.75,0.78,0.0,0.49,0.62,0.74,0.82
jsidplay2.csv,0.73,0.93,1.04,0.89,0.0,0.94,0.61,0.88,0.6,0.76,0.84,0.82,0.82,0.6,0.81,0.82
madman.csv,0.94,1.0,0.8,0.93,0.98,0.91,0.9,0.93,0.91,1.0,1.0,0.91,0.12,1.0,0.95,0.96
mclient-mume.csv,0.88,0.86,0.05,0.71,1.0,0.69,0.72,0.93,0.74,0.98,1.0,1.0,0.41,0.89,0.84,0.96
primefaces.csv,0.81,1.06,0.89,0.84,0.91,0.98,0.51,0.63,0.99,1.22,1.01,0.98,0.76,0.78,0.0,0.61
reaper3d.csv,0.84,1.0,1.0,1.0,0.81,0.62,1.02,0.97,0.99,1.0,0.87,1.0,1.0,0.12,0.79,0.99
sblim.csv,0.97,0.96,0.93,0.86,1.0,0.01,0.98,0.81,0.9,0.95,0.94,1.0,0.88,1.0,0.86,0.96
sevenupdate.csv,0.6,0.0,0.76,0.92,0.95,0.94,0.99,0.94,1.0,0.5,0.96,0.77,0.96,0.97,0.76,0.71
springside.csv,0.66,0.78,0.9,0.47,0.47,0.6,0.08,0.81,0.75,0.67,0.6,0.49,0.62,0.73,0.6,0.7
swtfox.csv,0.65,0.59,0.61,0.87,0.92,0.65,0.93,0.05,0.69,0.81,1.04,1.01,0.84,0.91,0.75,0.67
tmva.csv,0.91,0.77,0.85,0.82,0.5,0.79,0.61,0.84,0.03,0.3,1.0,0.92,0.65,0.78,0.84,0.9
