,ifa
qgis.csv,0.0
migen.csv,0.0
jsecurity.csv,6.0
jnode.csv,36.0
jhotdraw.csv,24.0
sidekar.csv,0.0
emeraldemu.csv,2.0
emisview.csv,6.0
autoopencas.csv,19.0
mcmc-jags.csv,0.0
cataclysmos.csv,11.0
fontforge.csv,1.0
badtrinity-zero.csv,0.0
cleartk.csv,0.0
delphilhlplib.csv,0.0
mcore3d.csv,1.0
applet2app.csv,0.0
upp-mirror.csv,1.0
magicwars.csv,0.0
xbplayer.csv,1.0
zildo.csv,0.0
jython.csv,0.0
ildjit.csv,4.0
gbif-providertoolkit.csv,3.0
jfreereport.csv,2.0
opennms.csv,0.0
yield.csv,1.0
trackit.csv,2.0
scen-connect.csv,61.0
freelords.csv,1.0
piccolo2d.csv,11.0
bochs.csv,0.0
intact.csv,0.0
htmlunit.csv,3.0
open-beos.csv,2.0
libopenmetaverse.csv,1.0
popeye-chess.csv,2.0
jbpm.csv,15.0
cities3d.csv,34.0
springside.csv,1.0
k3d.csv,2.0
kvs.csv,2.0
firebreath.csv,1.0
fltk.csv,1.0
bullet.csv,0.0
mobicents.csv,0.0
maya-work-in-progress.csv,1.0
betoffice.csv,1.0
scite-ru.csv,0.0
ifmo-game-1.csv,9.0
qcad2.csv,1.0
xmemcached.csv,2.0
ldview.csv,1.0
rohxel.csv,49.0
jpaul.csv,0.0
pfaedit.csv,0.0
gbif-indexingtoolkit.csv,3.0
levent.csv,0.0
neodatis-odb.csv,5.0
pidgin.csv,0.0
swtfox.csv,0.0
aime.csv,1.0
mvdsv.csv,29.0
japano.csv,0.0
jitterbit.csv,0.0
encog-cs.csv,2.0
red5.csv,0.0
co-ode-owl-plugins.csv,24.0
exordium.csv,1.0
cornerstone.csv,2.0
