,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.03,0.64,0.55,0.65,0.9,0.67,0.73,0.53,0.96,0.79,0.97,0.6,0.87
bscwweasel.csv,0.03,0.21,0.61,0.65,0.57,0.5,0.43,0.53,0.39,0.35,0.19,0.36,0.57
capcode.csv,0.02,0.93,0.84,0.9,0.38,0.58,0.34,0.27,0.61,0.63,0.32,0.36,0.46
emite.csv,0.94,0.36,0.61,0.65,0.86,0.5,0.23,0.36,0.3,0.39,0.71,0.48,0.62
geogebra.csv,0.11,0.5,0.5,0.45,0.9,0.58,0.7,0.55,0.7,0.52,0.1,0.7,0.61
hibernate.csv,0.92,0.21,0.89,0.95,0.86,0.75,0.25,0.4,0.39,0.53,0.23,0.57,0.76
lamp.csv,0.97,0.64,0.43,0.6,1.0,0.67,1.0,0.58,0.7,0.62,0.26,0.97,0.77
nodal.csv,0.02,0.43,0.45,0.55,0.48,0.67,0.5,0.24,0.57,0.41,0.23,0.52,0.54
retromenu.csv,0.03,0.71,0.3,0.35,0.86,0.25,0.76,0.2,0.39,0.2,0.35,0.55,0.34
smbopensoft.csv,0.79,0.93,0.89,0.5,0.38,0.25,0.67,0.24,0.39,0.64,0.74,0.35,0.65
stuproa-cims.csv,0.0,0.14,0.43,0.4,0.76,0.25,0.02,0.55,0.57,0.29,0.29,0.48,0.81
thout.csv,0.54,0.71,0.57,0.3,0.76,1.0,1.0,0.89,1.0,0.66,0.81,0.9,0.58
uface.csv,1.0,1.0,0.91,0.85,1.0,0.75,0.95,0.65,0.65,0.71,0.71,0.95,0.92
