,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.32,0.11,0.42,0.66,0.14,0.16,0.15,0.05,0.1
flylegacy.csv,0.7,0.35,0.68,0.43,0.38,0.44,0.67,0.23,0.13
ftm.csv,0.24,0.15,0.42,0.34,0.11,0.16,0.67,0.19,0.68
jguard.csv,0.39,0.4,0.5,0.52,0.6,0.7,0.3,0.56,0.0
m-a-d-n-e-s-s.csv,0.33,0.04,0.36,0.28,0.06,0.0,0.7,0.1,0.64
mob-sen-plat.csv,0.51,0.79,0.49,0.49,0.68,0.48,0.73,0.56,0.58
raygina.csv,0.68,0.0,0.55,0.42,0.19,0.34,0.32,0.37,0.06
upp-mirror.csv,0.42,0.15,0.62,0.63,0.65,0.46,0.57,0.24,0.25
yarp.csv,0.24,0.07,0.26,0.05,0.0,0.33,0.24,0.66,0.06
