,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.66,0.57,0.61,0.93,0.89,0.99,0.36,0.9,0.9,0.9,0.72,0.83,0.82,0.82,1.0,0.81,0.71,0.82
doomlegacy.csv,0.5,0.81,0.98,0.6,0.73,0.64,0.98,0.55,0.63,0.95,0.62,0.73,0.45,0.63,1.0,0.65,0.91,0.8
elmo.csv,0.58,0.53,0.51,0.68,0.71,0.75,0.53,0.68,0.54,0.75,0.78,0.7,0.74,0.67,0.5,0.69,0.66,0.66
geochat.csv,0.95,0.83,0.86,0.74,0.89,0.92,0.95,0.88,0.91,0.93,0.99,1.0,0.83,0.86,0.97,0.83,0.98,0.46
gpac.csv,0.78,0.81,0.69,0.68,0.85,0.73,0.89,0.45,0.85,0.73,0.84,0.63,0.82,0.8,0.75,0.71,0.75,0.69
illumination.csv,1.0,0.96,0.94,0.91,1.0,0.82,0.97,1.0,1.0,0.81,0.68,0.83,1.0,0.27,0.98,1.0,1.0,0.72
ktc.csv,0.35,0.66,0.43,0.85,0.46,0.67,0.61,0.64,0.63,0.66,0.83,0.52,0.65,0.72,0.55,0.57,0.64,0.66
neoengine.csv,0.54,0.96,0.43,0.6,0.63,0.57,0.5,0.91,0.64,0.56,0.83,0.62,0.7,0.7,0.31,0.74,0.66,0.62
nicepress.csv,0.57,0.75,0.9,0.71,0.47,0.29,0.6,0.92,0.94,0.79,0.5,0.58,0.68,0.68,0.92,0.78,0.68,0.64
omseek.csv,0.63,1.0,0.86,0.96,0.73,0.95,0.85,0.96,0.88,0.71,0.77,0.34,0.96,0.78,0.73,0.79,0.72,0.87
open-ms.csv,0.45,0.82,0.58,0.83,0.49,0.73,0.84,0.94,0.92,0.86,0.92,0.54,0.57,0.65,0.57,0.6,0.85,0.94
pi-qmc.csv,0.77,1.0,0.76,0.72,0.71,0.54,0.58,1.0,1.0,0.73,0.83,0.72,0.78,0.79,0.24,0.62,0.72,0.68
rosegarden.csv,0.44,0.58,0.73,0.61,0.38,0.56,0.69,0.55,0.61,0.68,0.64,0.55,0.64,0.9,0.49,0.78,0.89,0.88
smarttag.csv,0.56,0.66,0.5,0.56,0.6,0.51,0.63,0.63,0.86,0.58,0.59,0.62,0.75,0.72,0.51,0.73,0.73,0.64
sylpheed-claws.csv,0.9,1.0,0.87,1.0,0.94,1.0,0.81,0.58,0.42,0.87,1.0,1.0,1.0,0.98,1.0,0.98,0.69,0.61
tango-cs.csv,0.5,0.29,0.49,0.82,0.71,0.63,0.48,0.66,0.61,0.87,0.54,0.51,0.68,0.64,0.59,0.61,0.56,0.66
xemeiah.csv,0.49,0.82,0.7,0.63,0.51,0.63,0.79,0.71,0.73,0.91,0.34,0.57,0.62,1.0,0.47,0.61,0.78,0.79
zscreen.csv,0.62,0.81,0.53,0.34,0.58,0.81,0.72,0.83,0.78,0.78,0.72,0.51,0.71,0.91,0.78,0.7,0.72,0.72
