,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.2,0.73,0.42,0.57,0.82,0.33,0.24,0.89,0.98,0.6,0.38,0.71,0.76,0.81,0.89,0.59,0.71
bwapi.csv,0.91,0.73,1.0,0.91,0.48,0.98,1.0,0.39,0.28,0.73,1.0,0.91,0.91,0.96,0.5,0.8,1.0
co-ode-owl-plugins.csv,0.51,0.64,0.58,0.83,0.82,0.55,0.24,0.72,0.94,0.8,0.06,0.39,0.23,0.88,0.72,0.77,0.29
firebreath.csv,0.46,0.82,0.92,0.78,0.8,0.72,0.29,0.83,0.91,0.73,0.19,0.58,0.57,0.65,0.36,0.34,0.43
frogatto.csv,0.69,0.64,0.92,0.83,0.61,0.68,0.81,0.44,0.67,0.8,1.0,0.69,0.75,1.0,0.67,0.26,1.0
gretl.csv,0.89,0.73,0.75,0.63,0.95,0.62,0.33,0.89,0.78,1.0,0.31,0.74,0.65,1.0,0.97,0.98,0.57
jasperreports.csv,0.49,0.45,1.0,0.74,0.43,0.88,0.95,0.33,0.24,0.2,1.0,0.74,0.74,0.96,0.31,0.14,0.43
konversation.csv,0.43,0.36,0.75,0.43,0.43,0.75,0.38,0.28,0.17,0.67,0.25,0.44,0.28,0.73,0.25,0.11,0.29
linuxsh.csv,0.34,0.73,0.5,0.15,0.7,0.17,0.0,0.67,0.87,0.67,0.0,0.17,0.12,0.0,0.56,0.66,0.14
moviesandbox.csv,0.86,0.36,0.75,0.52,0.75,0.58,0.1,0.56,0.76,0.73,0.06,0.14,0.17,0.58,0.58,0.19,0.57
ontomorphtab.csv,0.66,1.0,1.0,1.0,0.98,0.95,0.95,0.28,0.76,0.67,1.0,0.93,0.99,0.96,0.97,0.4,0.57
opengs.csv,0.23,0.55,0.75,0.7,0.7,0.53,0.1,0.17,0.78,0.47,0.0,0.42,0.45,0.5,0.44,0.31,0.57
scite-ru.csv,0.91,0.64,0.58,0.83,0.91,0.62,0.48,0.83,0.87,1.0,0.88,0.48,0.45,1.0,0.86,0.96,1.0
tokratan.csv,0.4,0.45,0.67,0.59,0.68,0.38,0.1,0.11,0.28,0.47,0.56,0.74,0.58,0.92,0.25,0.12,1.0
vrjuggler.csv,0.31,0.0,0.25,0.02,0.05,0.12,0.24,0.11,0.22,0.07,0.69,0.06,0.07,0.08,0.33,0.27,0.14
wxcode.csv,0.29,0.0,0.58,0.43,0.27,0.33,0.33,0.06,0.0,0.4,0.19,0.36,0.38,0.96,0.08,0.11,1.0
xuggle.csv,0.4,0.73,0.58,0.72,0.7,0.57,0.62,0.22,0.81,0.73,0.19,0.58,0.69,0.88,0.69,0.75,1.0
