,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.16,0.42,0.42,0.31,0.61,0.98,0.0,0.51,0.19,0.68,0.49,0.11,0.52,0.21,0.28,0.09,0.11
codepurge.csv,0.51,0.55,0.31,0.11,0.35,0.27,0.0,0.48,0.22,0.56,0.39,0.12,0.3,0.96,0.13,0.37,0.09
fontforge.csv,0.19,0.21,0.38,0.32,0.19,0.29,0.0,0.96,0.24,0.4,0.33,0.22,0.27,0.12,0.0,0.05,0.17
gmerlin.csv,0.33,0.26,0.22,0.21,0.48,0.35,0.0,0.58,0.08,0.66,0.29,0.25,0.43,0.18,0.27,0.97,0.12
hatari.csv,0.51,0.38,0.96,0.43,0.75,0.53,0.0,0.51,0.16,0.46,0.84,0.17,0.55,0.23,0.24,0.41,0.27
jaolt.csv,0.56,0.5,0.55,0.39,0.68,0.55,0.07,0.6,0.24,0.61,0.8,0.21,0.98,0.15,0.3,0.43,0.15
jcl.csv,0.09,0.19,0.27,0.23,0.46,0.12,0.0,0.14,0.12,0.34,0.14,0.08,0.0,0.09,0.92,0.15,0.23
ltp.csv,0.0,0.28,0.07,0.07,0.99,0.13,0.0,0.19,0.0,0.0,0.07,0.0,0.19,0.07,0.0,0.17,0.0
mia.csv,0.37,0.47,0.0,0.14,0.82,0.29,0.0,0.08,0.11,0.66,0.69,0.91,0.42,0.07,0.17,0.15,0.0
net-snmp.csv,0.99,0.5,0.48,0.42,0.63,0.43,0.12,0.58,0.22,0.63,0.68,0.21,0.71,0.27,0.21,0.25,0.22
opde.csv,0.47,0.43,0.41,0.98,0.76,0.49,0.08,0.31,0.21,0.29,0.63,0.19,0.6,0.22,0.19,0.32,0.24
oppna-program-hsatools.csv,0.62,0.45,0.62,0.54,0.82,0.58,0.04,0.61,0.24,0.67,1.0,0.17,0.83,0.3,0.18,0.48,0.35
powerfolder-.csv,0.13,0.98,0.07,0.18,0.05,0.15,0.0,0.42,0.12,0.24,0.35,0.09,0.3,0.08,0.25,0.06,0.21
qlc.csv,0.0,0.36,0.0,0.24,0.01,0.08,0.0,0.0,1.0,0.3,0.09,0.14,0.2,0.22,0.13,0.3,0.14
quantlib.csv,0.18,0.31,0.47,0.17,0.36,0.5,0.09,0.24,0.15,0.47,0.75,0.22,0.61,0.15,0.2,0.34,0.93
tcl.csv,0.33,0.19,0.22,0.25,0.27,0.19,0.0,0.38,0.1,1.0,0.18,0.15,0.15,0.11,0.23,0.09,0.15
