,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.91,0.7,0.72,0.8,0.9,0.03,1.03,0.64,0.75,0.69,0.68,0.83,0.66,0.73,0.54,0.95,0.92
codepurge.csv,0.62,0.46,0.8,0.95,0.89,0.83,1.0,0.65,0.79,0.69,0.76,0.89,0.82,0.08,0.83,0.71,0.94
fontforge.csv,0.89,0.87,0.76,0.78,0.92,0.81,1.0,0.08,0.74,0.74,0.8,0.78,0.84,0.92,1.02,0.97,0.88
gmerlin.csv,0.78,0.83,0.87,0.87,0.81,0.76,1.01,0.65,0.92,0.53,0.84,0.6,0.78,0.79,0.62,0.06,0.91
hatari.csv,0.6,0.7,0.07,0.67,0.5,0.63,1.06,0.94,0.81,0.69,0.41,0.67,0.73,0.71,0.65,0.66,0.73
jaolt.csv,0.92,0.8,0.89,0.71,0.68,0.68,0.5,0.97,0.65,0.76,0.55,0.58,0.07,0.84,0.52,0.71,0.92
jcl.csv,0.95,0.88,0.84,0.85,0.71,0.93,1.02,0.92,0.89,0.81,0.93,0.9,1.0,0.91,0.14,0.91,0.78
ltp.csv,1.0,0.78,0.97,0.96,0.02,0.93,1.0,0.88,1.0,1.0,0.96,1.0,0.91,0.96,1.0,0.91,1.0
mia.csv,0.74,0.65,1.0,0.92,0.96,0.82,1.01,0.96,0.9,1.0,0.95,0.17,0.75,0.96,0.75,0.91,1.0
net-snmp.csv,0.02,0.54,0.64,0.68,0.65,0.68,0.27,0.69,0.69,0.59,0.57,0.58,0.55,0.67,0.87,0.82,0.79
opde.csv,0.8,0.62,0.71,0.04,0.74,0.68,0.46,0.8,0.74,0.83,0.81,0.7,0.63,0.71,0.91,0.77,0.77
oppna-program-hsatools.csv,0.79,0.85,0.86,0.96,0.96,0.67,0.98,1.0,0.92,0.97,0.0,0.99,0.97,0.58,0.88,0.74,0.93
powerfolder-.csv,0.93,0.03,0.97,0.89,0.98,0.91,1.0,0.69,0.89,0.86,0.82,0.94,0.82,0.96,0.61,0.97,0.84
qlc.csv,1.0,0.75,1.0,0.85,0.99,0.96,1.0,1.0,0.0,0.81,0.98,0.84,0.89,0.84,0.87,0.78,0.91
quantlib.csv,0.93,0.75,0.65,0.89,0.87,0.78,0.38,0.85,0.85,0.73,0.92,0.59,0.82,0.85,0.91,0.74,0.12
tcl.csv,0.78,0.88,0.87,0.83,0.85,0.89,1.0,0.75,0.91,0.0,0.9,0.84,0.92,0.92,0.69,0.95,0.88
