,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,11.0,0.0,1.0,2.0,0.0,52.0,5.0,12.0,0.0,0.0,35.0,0.0,9.0,2.0,10.0,5.0
codepurge.csv,2.0,4.0,4.0,8.0,3.0,1.0,52.0,5.0,2.0,3.0,0.0,9.0,0.0,0.0,19.0,1.0,5.0
fontforge.csv,1.0,1.0,0.0,1.0,0.0,3.0,52.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,115.0,5.0,3.0
gmerlin.csv,0.0,0.0,3.0,5.0,0.0,1.0,52.0,4.0,17.0,0.0,0.0,16.0,2.0,12.0,10.0,0.0,6.0
hatari.csv,0.0,0.0,0.0,0.0,0.0,5.0,52.0,13.0,12.0,0.0,0.0,35.0,1.0,15.0,7.0,5.0,11.0
jaolt.csv,1.0,0.0,1.0,0.0,0.0,6.0,26.0,1.0,6.0,0.0,0.0,2.0,0.0,22.0,0.0,8.0,14.0
jcl.csv,0.0,6.0,0.0,0.0,0.0,4.0,52.0,2.0,5.0,0.0,1.0,13.0,101.0,8.0,0.0,6.0,11.0
ltp.csv,91.0,5.0,0.0,0.0,0.0,3.0,52.0,0.0,132.0,78.0,0.0,195.0,0.0,4.0,115.0,0.0,118.0
mia.csv,0.0,0.0,64.0,0.0,2.0,9.0,52.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,6.0,5.0,118.0
net-snmp.csv,0.0,0.0,0.0,1.0,0.0,1.0,14.0,7.0,3.0,0.0,0.0,13.0,1.0,18.0,4.0,3.0,3.0
opde.csv,1.0,0.0,0.0,0.0,2.0,7.0,24.0,3.0,3.0,0.0,3.0,9.0,0.0,25.0,7.0,16.0,9.0
oppna-program-hsatools.csv,0.0,4.0,1.0,0.0,0.0,6.0,51.0,1.0,24.0,0.0,0.0,8.0,0.0,33.0,27.0,5.0,3.0
powerfolder-.csv,2.0,0.0,0.0,0.0,0.0,5.0,52.0,3.0,7.0,4.0,2.0,3.0,1.0,1.0,5.0,0.0,4.0
qlc.csv,91.0,1.0,64.0,3.0,0.0,4.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,9.0,4.0
quantlib.csv,7.0,1.0,1.0,0.0,2.0,14.0,20.0,0.0,1.0,0.0,2.0,17.0,1.0,3.0,7.0,6.0,0.0
tcl.csv,0.0,2.0,1.0,0.0,1.0,4.0,52.0,1.0,17.0,0.0,0.0,14.0,1.0,9.0,13.0,9.0,5.0
