,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,1.0,0.47,1.0,0.22,0.3,0.45,0.65,0.98,0.91,0.25,0.63,0.75,0.67,0.21,0.69,0.97,0.61,0.56
betoffice.csv,0.42,0.89,0.45,0.89,1.0,0.83,0.96,0.53,0.5,0.88,0.83,0.88,0.85,0.95,0.89,0.62,0.84,0.67
bionote.csv,0.42,0.05,0.04,0.15,0.0,0.06,0.09,0.56,0.11,0.0,0.03,0.62,0.19,0.49,0.29,0.35,0.22,0.39
bnetd.csv,0.92,1.0,0.9,0.28,0.6,0.28,0.65,1.0,0.66,0.38,0.2,1.0,0.71,0.21,0.78,0.95,0.9,0.78
elvishrayrenderer.csv,0.33,0.74,0.0,0.59,0.2,0.25,0.13,0.02,0.12,0.75,0.06,0.75,0.35,0.54,0.69,0.23,0.2,0.28
emisview.csv,0.33,0.0,0.01,0.15,0.1,0.26,0.04,0.11,0.19,0.0,0.14,0.62,0.27,0.41,0.27,0.05,0.19,0.0
findbugs.csv,0.83,0.74,0.53,0.35,0.5,0.53,0.13,0.33,0.16,0.25,0.89,0.25,0.54,0.33,0.31,0.18,0.68,0.61
hazelcast.csv,0.83,0.42,0.22,0.63,0.0,0.89,0.61,0.58,0.82,0.38,0.34,0.62,0.71,0.69,0.71,0.58,0.51,0.44
jitterbit.csv,1.0,0.63,0.34,0.48,0.6,0.49,0.26,0.2,0.22,0.12,0.91,0.25,0.83,0.62,0.49,0.45,0.62,0.33
jppf-project.csv,0.58,0.84,0.82,0.07,0.2,0.62,0.57,0.8,0.75,0.75,0.63,0.12,0.5,0.38,0.53,0.42,0.36,0.72
kolmafia.csv,0.83,0.79,0.99,0.76,0.1,0.91,0.65,1.0,0.54,0.62,0.66,0.62,0.83,0.26,0.96,0.69,0.57,0.72
megasquirtavr.csv,1.0,1.0,0.08,0.83,1.0,1.0,0.83,0.78,0.4,0.88,1.0,0.75,1.0,0.82,0.98,0.96,0.86,0.78
qedo.csv,0.08,0.79,0.37,0.54,0.1,0.23,0.43,0.27,0.32,0.75,0.4,0.25,0.58,0.44,0.31,0.23,0.3,0.28
stajistics.csv,0.67,0.89,0.01,0.7,0.1,0.42,0.35,0.38,0.63,1.0,0.63,1.0,0.48,0.67,0.73,0.56,0.33,0.89
trackit.csv,0.33,0.68,0.08,0.35,0.0,0.17,0.43,0.22,0.12,0.5,0.69,0.5,0.08,0.18,0.11,0.59,0.28,0.56
wxlua.csv,0.25,0.89,0.81,0.87,0.6,0.21,0.52,0.07,0.42,0.62,0.97,0.62,0.52,0.59,0.16,0.71,0.22,0.72
x4x.csv,0.33,1.0,0.52,0.7,0.8,0.85,0.78,0.82,0.65,0.25,0.46,0.88,0.77,0.92,0.67,0.95,0.52,0.5
xharbour.csv,1.0,0.05,0.79,0.7,0.8,0.81,0.83,0.67,0.75,0.62,0.91,0.62,0.63,0.49,0.84,0.87,0.88,0.83
