,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.34,0.33,0.53,0.5,0.37,0.39,0.46,0.4,0.39,0.6,0.4,0.36,0.41,0.63,0.36,0.47,0.46,0.32
betoffice.csv,0.59,0.51,0.95,0.44,0.49,0.38,0.45,0.57,0.66,0.56,0.54,0.38,0.45,0.38,0.38,0.64,0.54,0.5
bionote.csv,0.5,0.76,0.88,0.82,0.61,0.67,0.88,0.54,0.99,0.52,0.75,0.41,0.56,0.45,0.58,0.44,0.62,0.5
bnetd.csv,0.37,0.39,0.53,0.48,0.64,0.56,0.58,0.39,0.48,0.4,0.42,0.33,0.41,0.44,0.35,0.47,0.5,0.32
elvishrayrenderer.csv,0.45,0.47,0.0,0.41,0.44,0.54,0.88,0.5,0.99,0.55,0.75,0.38,0.5,0.38,0.41,0.66,0.52,0.46
emisview.csv,0.64,0.0,0.5,0.62,0.57,0.55,0.86,0.91,0.72,0.0,0.73,0.5,0.72,0.46,0.62,0.92,0.6,0.5
findbugs.csv,0.45,0.35,0.66,0.68,0.44,0.41,0.85,0.76,0.73,0.88,0.45,0.8,0.55,0.51,0.61,0.98,0.53,0.46
hazelcast.csv,0.3,0.31,0.43,0.33,0.33,0.28,0.35,0.36,0.34,0.39,0.41,0.31,0.36,0.3,0.29,0.31,0.39,0.31
jitterbit.csv,0.34,0.36,0.66,0.51,0.38,0.47,0.6,0.91,0.62,0.88,0.45,0.58,0.42,0.39,0.44,0.61,0.44,0.46
jppf-project.csv,0.42,0.53,0.63,0.88,0.49,0.42,0.53,0.41,0.45,0.86,0.7,0.4,0.61,0.51,0.41,0.44,0.54,0.61
kolmafia.csv,0.33,0.36,0.53,0.38,0.37,0.29,0.43,0.39,0.4,0.38,0.4,0.32,0.37,0.36,0.31,0.36,0.35,0.33
megasquirtavr.csv,0.34,0.39,0.92,0.46,0.41,0.3,0.44,0.5,0.63,0.58,0.42,0.35,0.37,0.42,0.32,0.48,0.46,0.45
qedo.csv,0.9,0.97,0.97,0.67,0.89,0.94,0.71,0.88,0.81,0.61,0.89,0.61,0.5,0.77,0.83,0.78,0.96,0.91
stajistics.csv,0.33,0.38,0.67,0.4,0.38,0.42,0.5,0.59,0.44,0.55,0.54,0.32,0.42,0.35,0.35,0.39,0.4,0.4
trackit.csv,0.58,0.7,0.91,0.7,0.73,0.92,0.53,0.87,0.99,0.74,0.54,0.58,0.8,0.94,0.89,0.61,0.8,0.65
wxlua.csv,0.86,0.46,0.62,0.47,0.94,0.93,0.76,0.67,0.74,0.53,0.4,0.79,0.65,0.58,0.94,0.63,0.95,0.5
x4x.csv,0.42,0.4,0.54,0.4,0.45,0.33,0.52,0.48,0.49,0.78,0.4,0.37,0.4,0.37,0.46,0.48,0.61,0.4
xharbour.csv,0.33,0.36,0.55,0.44,0.44,0.32,0.42,0.48,0.42,0.63,0.45,0.52,0.5,0.38,0.34,0.5,0.45,0.42
