,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.86,0.9,0.35,0.55,0.85,0.53,0.77,0.65,0.44,0.41,0.7,0.82,0.24,0.51,0.43,0.15,0.48,0.71
betoffice.csv,0.64,0.76,0.26,0.5,0.8,0.4,0.7,0.59,0.2,0.91,0.58,0.88,0.18,0.67,0.47,0.22,0.41,0.72
bionote.csv,0.48,0.43,0.36,0.24,0.49,0.0,0.24,0.37,0.27,0.39,0.14,0.64,0.5,0.48,0.42,0.07,0.47,0.42
bnetd.csv,0.84,0.9,0.36,0.37,0.61,0.42,0.55,0.67,0.44,0.58,0.72,0.95,0.27,0.75,0.42,0.16,0.41,0.77
elvishrayrenderer.csv,0.56,0.71,0.0,0.56,0.75,0.59,0.2,0.04,0.22,0.84,0.51,0.64,0.38,0.68,0.36,0.17,0.6,0.7
emisview.csv,0.36,0.0,0.09,0.47,0.56,0.58,0.25,0.21,0.47,0.02,0.37,0.57,0.31,0.57,0.37,0.11,0.44,0.11
findbugs.csv,0.73,0.9,0.31,0.38,0.78,0.41,0.37,0.38,0.6,0.29,0.67,0.39,0.24,0.54,0.58,0.26,0.49,0.7
hazelcast.csv,0.79,0.75,0.5,0.48,0.97,0.48,0.64,0.55,0.42,0.64,0.6,0.86,0.27,0.74,0.48,0.17,0.54,0.6
jitterbit.csv,0.83,0.92,0.36,0.56,0.86,0.39,0.46,0.07,0.6,0.3,0.66,0.5,0.24,0.7,0.59,0.05,0.45,0.67
jppf-project.csv,0.69,0.73,0.33,0.33,0.73,0.3,0.6,0.6,0.28,0.55,0.46,0.85,0.26,0.59,0.49,0.09,0.45,0.55
kolmafia.csv,0.88,0.89,0.36,0.54,0.76,0.47,0.65,0.66,0.47,0.78,0.75,0.89,0.27,0.76,0.52,0.18,0.5,0.78
megasquirtavr.csv,0.86,0.9,0.37,0.46,0.91,0.46,0.78,0.58,0.45,0.88,0.69,0.91,0.21,0.6,0.56,0.13,0.45,0.67
qedo.csv,0.35,0.3,0.08,0.29,0.25,0.21,0.24,0.39,0.21,0.72,0.39,0.59,0.1,0.36,0.17,0.38,0.11,0.27
stajistics.csv,0.72,0.89,0.17,0.46,0.85,0.57,0.44,0.32,0.33,0.9,0.48,0.9,0.31,0.76,0.53,0.21,0.55,0.73
trackit.csv,0.49,0.47,0.32,0.45,0.43,0.17,0.68,0.17,0.28,0.63,0.43,0.6,0.15,0.29,0.22,0.01,0.22,0.46
wxlua.csv,0.39,0.75,0.28,0.43,0.31,0.21,0.49,0.0,0.38,0.94,0.66,0.46,0.21,0.44,0.41,0.17,0.24,0.62
x4x.csv,0.85,0.78,0.39,0.5,0.81,0.47,0.67,0.59,0.39,0.5,0.69,0.84,0.19,0.67,0.43,0.14,0.43,0.66
xharbour.csv,0.84,0.87,0.39,0.54,0.8,0.45,0.8,0.51,0.44,0.83,0.63,0.57,0.29,0.71,0.57,0.08,0.44,0.68
