,recall,precision,pf,cdom,bellwether
2,0.785,0.55,0.44,19.0,pcsx2.csv
23,0.17,0.43,0.375,6.0,foursquared.csv
31,0.6599999999999999,0.5,0.265,3.0,columba.csv
36,0.8400000000000001,0.43,0.385,11.0,xamj.csv
49,0.66,0.405,0.33,13.0,riff-evolve.csv
1,0.82,0.46499999999999997,0.26,0.0,atunes.csv
