,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.43,0.64,0.71,0.79,0.67,0.57,0.56,0.74,0.84,0.69,0.6,0.57,1.0,0.9,0.05,0.85,0.69
chaosrts.csv,0.49,0.63,0.8,1.0,1.0,1.0,0.97,0.84,1.0,1.0,1.0,1.0,0.97,0.01,0.76,1.0,0.74
cortex-vfx.csv,0.66,0.71,0.68,0.62,0.65,0.48,0.5,1.02,0.9,0.52,0.72,0.83,0.16,0.69,0.83,0.82,0.92
fm-classic.csv,0.96,0.98,1.0,1.0,0.96,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.96,0.99,0.96,1.0
fritzing.csv,0.51,0.43,0.06,0.66,0.6,0.44,0.42,0.84,0.6,0.46,0.58,0.74,0.63,0.48,0.54,0.54,0.51
jlinalg.csv,0.02,0.61,0.64,0.7,0.78,0.67,0.55,0.49,0.83,0.76,0.67,0.66,1.0,0.59,0.32,0.87,0.58
loki-lib.csv,0.6,0.55,0.63,0.69,0.66,0.68,0.89,0.85,0.64,0.83,0.77,0.1,0.7,0.53,0.86,0.58,0.71
metacosm.csv,0.6,0.48,0.6,0.56,0.58,0.58,0.64,0.73,0.91,0.7,0.77,0.75,0.62,0.57,0.61,0.04,0.83
multitude.csv,0.56,0.56,0.53,0.71,0.48,0.52,0.48,0.6,0.69,0.64,0.06,0.58,0.63,0.69,0.57,0.46,0.58
ng4j.csv,0.54,0.73,0.71,0.43,0.74,0.52,0.32,0.72,0.81,0.97,0.66,0.62,0.65,0.74,0.57,0.62,0.05
phonon-vlc-mplayer.csv,0.58,0.51,0.57,0.58,0.62,0.63,0.03,0.72,0.9,0.64,0.7,0.75,0.61,0.72,0.55,0.49,0.63
playerstage.csv,0.66,0.67,0.5,0.04,0.69,0.4,0.61,0.38,0.85,0.58,0.77,0.61,0.66,0.65,0.69,0.73,0.58
qgis.csv,0.98,0.6,0.51,0.51,0.01,0.51,0.45,0.73,0.92,0.53,0.53,0.73,0.89,0.72,0.6,0.51,0.58
rsyslog.csv,0.72,0.36,0.47,0.45,0.54,0.04,0.5,0.72,0.81,0.62,0.72,0.71,0.82,0.61,0.68,0.49,0.77
rtrt-on-gpu.csv,0.95,0.81,0.67,0.77,0.73,0.82,0.7,1.03,0.1,0.77,0.74,0.83,0.68,0.82,0.92,0.64,0.75
superwaba.csv,0.51,0.04,0.6,0.63,0.69,0.86,0.62,0.65,0.76,0.81,0.68,0.81,0.6,0.63,0.83,0.72,0.61
unflobtactical.csv,1.08,0.71,0.66,0.53,0.5,0.67,0.68,0.63,0.75,0.0,0.6,0.77,0.54,0.65,0.69,0.49,0.62
