,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.49,0.46,0.42,0.37,0.41,0.57,0.51,0.36,0.41,0.39,0.44,0.59,0.42,0.39,0.49,0.4,0.47
chaosrts.csv,0.39,0.56,0.93,0.35,0.4,0.52,0.46,0.32,0.41,0.38,0.43,0.44,0.42,0.4,0.44,0.41,0.43
cortex-vfx.csv,0.76,0.69,0.68,0.67,0.72,0.65,0.71,0.77,0.67,0.48,0.81,0.62,0.91,0.55,0.92,0.89,0.92
fm-classic.csv,0.5,0.0,0.0,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
fritzing.csv,0.5,0.42,0.55,0.43,0.58,0.55,0.64,0.32,0.86,0.44,0.57,0.79,0.6,0.41,0.63,0.45,0.56
jlinalg.csv,0.51,0.61,0.45,0.4,0.44,0.6,0.53,0.56,0.46,0.4,0.54,0.58,0.42,0.42,0.49,0.42,0.58
loki-lib.csv,0.39,0.45,0.54,0.49,0.56,0.5,0.57,0.33,0.63,0.46,0.54,0.58,0.48,0.49,0.5,0.39,0.42
metacosm.csv,0.48,0.41,0.46,0.52,0.56,0.54,0.8,0.39,0.86,0.56,0.71,0.71,0.51,0.47,0.8,0.54,0.88
multitude.csv,0.36,0.5,0.45,0.38,0.46,0.54,0.48,0.34,0.48,0.31,0.51,0.52,0.45,0.39,0.59,0.4,0.39
ng4j.csv,0.42,0.96,0.49,0.56,0.53,0.65,0.83,0.74,0.75,0.0,0.72,0.7,0.47,0.52,0.6,0.42,0.79
phonon-vlc-mplayer.csv,0.5,0.61,0.51,0.6,0.55,0.56,0.91,0.7,0.8,0.46,0.81,0.51,0.54,0.51,0.59,0.45,0.65
playerstage.csv,0.55,0.51,0.47,0.61,0.73,0.58,0.97,0.93,0.56,0.5,0.8,0.75,0.6,0.56,0.82,0.54,0.55
qgis.csv,0.66,0.46,0.45,0.48,0.55,0.59,0.54,0.71,0.6,0.47,0.59,0.6,0.44,0.49,0.6,0.53,0.59
rsyslog.csv,0.71,0.46,0.45,0.51,0.51,0.56,0.66,0.74,0.75,0.34,0.71,0.61,0.74,0.41,0.76,0.45,0.8
rtrt-on-gpu.csv,0.83,0.55,0.68,0.47,0.52,0.71,0.57,0.72,0.89,0.53,0.7,0.77,0.58,0.45,0.65,0.57,0.56
superwaba.csv,0.47,0.54,0.5,0.63,0.44,0.6,0.49,0.47,0.57,0.6,0.53,0.62,0.64,0.5,0.48,0.54,0.6
unflobtactical.csv,0.69,0.83,0.6,0.51,0.52,0.5,0.74,0.45,0.81,0.49,0.58,0.69,0.58,0.44,0.62,0.41,0.88
