,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.43,0.6,0.7,0.77,0.65,0.46,0.54,0.74,0.58,0.65,0.58,0.35,1.0,0.89,0.05,0.84,0.64
chaosrts.csv,0.21,0.36,0.42,1.0,1.0,1.0,0.97,0.84,1.0,1.0,1.0,1.0,0.97,0.0,0.6,1.0,0.68
cortex-vfx.csv,0.0,0.5,0.13,0.24,0.2,0.12,0.21,0.19,0.04,0.19,0.14,0.7,0.0,0.21,0.05,0.13,0.19
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fritzing.csv,0.07,0.4,0.01,0.59,0.26,0.38,0.35,0.84,0.06,0.38,0.37,0.13,0.45,0.42,0.1,0.45,0.24
jlinalg.csv,0.0,0.33,0.62,0.69,0.76,0.62,0.55,0.49,0.67,0.73,0.59,0.57,1.0,0.58,0.3,0.87,0.54
loki-lib.csv,0.14,0.43,0.35,0.54,0.44,0.67,0.53,0.78,0.5,0.69,0.61,0.0,0.63,0.21,0.45,0.52,0.51
metacosm.csv,0.07,0.37,0.25,0.29,0.18,0.08,0.13,0.65,0.12,0.23,0.14,0.2,0.34,0.32,0.1,0.0,0.2
multitude.csv,0.14,0.45,0.42,0.63,0.32,0.42,0.42,0.6,0.56,0.62,0.0,0.37,0.62,0.53,0.2,0.35,0.37
ng4j.csv,0.14,0.1,0.66,0.19,0.6,0.25,0.14,0.26,0.12,0.0,0.15,0.39,0.53,0.16,0.3,0.55,0.0
phonon-vlc-mplayer.csv,0.14,0.32,0.32,0.33,0.51,0.58,0.0,0.28,0.08,0.54,0.1,0.7,0.47,0.21,0.25,0.42,0.2
playerstage.csv,0.14,0.53,0.23,0.01,0.18,0.29,0.07,0.18,0.29,0.27,0.22,0.17,0.25,0.16,0.0,0.42,0.19
qgis.csv,0.86,0.53,0.32,0.36,0.0,0.29,0.31,0.29,0.19,0.35,0.15,0.33,0.88,0.47,0.3,0.16,0.29
rsyslog.csv,0.0,0.27,0.34,0.36,0.23,0.0,0.27,0.26,0.12,0.5,0.15,0.28,0.42,0.37,0.1,0.42,0.17
rtrt-on-gpu.csv,0.64,0.7,0.43,0.59,0.6,0.5,0.41,0.26,0.0,0.58,0.39,0.46,0.25,0.47,0.7,0.55,0.51
superwaba.csv,0.21,0.0,0.49,0.31,0.64,0.83,0.47,0.56,0.65,0.58,0.58,0.67,0.33,0.32,0.75,0.45,0.41
unflobtactical.csv,0.93,0.26,0.38,0.37,0.33,0.12,0.4,0.53,0.27,0.0,0.29,0.46,0.37,0.42,0.15,0.32,0.14
