,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.89,0.41,0.55,0.42,0.55,0.61,0.36,0.06,0.12,0.61,0.62,0.5,0.22,0.89,0.99,0.48,0.28
chaosrts.csv,0.9,0.42,0.42,0.41,0.49,0.52,0.27,0.05,0.17,0.57,0.52,0.39,0.22,1.0,0.76,0.47,0.26
cortex-vfx.csv,1.0,0.35,0.71,0.56,0.64,0.82,0.49,0.0,0.33,0.78,0.7,0.33,0.98,0.92,0.92,0.56,0.15
fm-classic.csv,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
fritzing.csv,0.96,0.53,0.99,0.46,0.63,0.69,0.45,0.05,0.57,0.72,0.62,0.57,0.25,0.93,0.94,0.58,0.44
jlinalg.csv,1.0,0.44,0.56,0.47,0.51,0.57,0.38,0.08,0.14,0.6,0.56,0.42,0.22,0.92,0.91,0.48,0.33
loki-lib.csv,0.91,0.45,0.56,0.42,0.52,0.58,0.17,0.04,0.2,0.51,0.49,1.0,0.23,0.95,0.68,0.56,0.25
metacosm.csv,0.95,0.51,0.63,0.56,0.7,0.85,0.51,0.04,0.14,0.67,0.67,0.47,0.28,0.92,0.93,1.0,0.25
multitude.csv,0.92,0.45,0.6,0.43,0.66,0.64,0.4,0.07,0.18,0.64,1.0,0.48,0.28,0.89,0.89,0.63,0.33
ng4j.csv,0.92,0.61,0.51,0.69,0.48,0.7,0.64,0.05,0.25,1.0,0.72,0.45,0.24,0.93,0.86,0.53,1.0
phonon-vlc-mplayer.csv,0.92,0.51,0.6,0.53,0.55,0.59,1.0,0.05,0.2,0.62,0.77,0.4,0.26,0.91,0.88,0.61,0.4
playerstage.csv,0.9,0.38,0.69,0.98,0.64,0.73,0.68,0.14,0.12,0.71,0.57,0.6,0.3,0.94,1.0,0.46,0.45
qgis.csv,0.68,0.42,0.64,0.55,1.0,0.68,0.44,0.05,0.1,0.7,0.78,0.4,0.22,0.88,0.85,0.74,0.37
rsyslog.csv,1.0,0.6,0.65,0.58,0.68,1.0,0.44,0.05,0.25,0.63,0.68,0.43,0.17,0.91,0.92,0.61,0.33
rtrt-on-gpu.csv,0.62,0.31,0.51,0.37,0.48,0.43,0.28,0.0,1.0,0.53,0.51,0.3,0.29,0.84,0.67,0.51,0.23
superwaba.csv,0.9,1.0,0.56,0.5,0.53,0.5,0.32,0.05,0.16,0.5,0.55,0.34,0.29,0.91,0.75,0.46,0.31
unflobtactical.csv,0.63,0.41,0.53,0.54,0.64,0.75,0.29,0.05,0.19,1.0,0.65,0.34,0.31,0.9,0.88,0.63,0.5
