,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.86,0.71,0.53,0.56,0.42,0.65,0.69,0.87,0.96
bzbyte.csv,1.0,1.0,0.77,1.0,1.0,0.98,0.43,0.32,1.0
encog-java.csv,0.39,0.96,0.94,0.81,0.77,0.91,0.86,0.9,0.98
galaxium.csv,0.6,0.46,0.61,0.62,0.59,0.67,0.27,0.65,0.6
h2database.csv,0.5,0.38,0.89,0.47,0.8,0.84,0.77,0.75,0.88
haphazard.csv,0.79,0.91,0.58,0.63,0.76,0.44,0.8,0.75,0.89
jaql.csv,0.46,0.68,0.72,0.42,0.55,0.7,0.8,0.7,0.8
raven-monitoring.csv,0.73,0.74,0.47,0.61,0.97,0.68,0.82,0.75,0.74
v8.csv,0.97,0.62,0.87,0.89,0.96,0.8,0.75,0.8,0.23
