,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,91.5,93.5,194.0,95.5,72.5,168.0,280.5,0.0,93.5,68.0,97.5,99.0,182.0,98.5,96.5,95.5,97.5,1157.5
arsenal-1.csv,91.5,99.0,26.5,98.5,63.0,143.0,57.0,96.5,96.0,32.5,0.0,98.5,94.5,64.5,93.5,108.0,112.5,149.5
atomsite.csv,187.0,98.5,98.5,99.0,194.5,98.5,280.5,195.0,98.5,196.0,97.5,99.0,96.5,97.5,96.5,291.5,196.0,3958.0
barracudamvc.csv,89.5,98.5,98.5,99.0,391.5,94.5,379.0,195.0,98.5,196.0,97.5,99.0,194.0,97.5,195.5,291.5,196.0,4862.0
emisview.csv,91.5,0.0,98.5,95.5,88.5,79.5,253.5,57.5,96.5,461.5,97.5,99.0,0.0,98.5,96.5,95.5,97.5,1250.0
findbugs.csv,379.0,98.5,98.5,99.0,193.0,98.5,280.5,87.5,98.5,705.5,95.5,99.0,60.5,98.5,294.0,291.5,97.5,3541.5
jitterbit.csv,379.0,98.5,98.5,99.0,246.5,98.5,280.5,195.0,98.5,196.0,93.5,99.0,192.0,98.5,294.0,291.5,196.0,4960.5
lite.csv,91.5,98.5,94.5,95.5,95.5,98.5,91.5,195.0,89.5,143.0,170.0,908.5,96.5,98.5,96.5,192.0,97.5,277.0
megasquirtavr.csv,377.0,98.5,194.0,99.0,292.5,98.5,379.0,195.0,98.5,196.0,97.5,99.0,96.5,98.5,294.0,291.5,196.0,4130.5
ontopia.csv,89.5,98.5,194.0,97.5,292.5,94.5,754.5,182.0,98.5,97.5,97.5,99.0,194.0,97.5,96.5,193.0,170.0,2796.0
openintents.csv,91.5,98.5,98.5,99.0,194.5,94.5,379.0,195.0,98.5,196.0,79.5,1166.5,194.0,96.5,96.5,291.5,97.5,4853.5
rectracker.csv,379.0,98.5,98.5,98.5,391.5,98.5,379.0,195.0,98.5,1755.5,97.5,99.0,194.0,98.5,96.5,291.5,196.0,3628.5
stajistics.csv,91.5,98.5,98.5,98.5,99.0,94.5,379.0,96.5,98.5,196.0,97.5,872.5,194.0,98.5,96.5,194.0,97.5,4960.5
trackit.csv,168.0,87.5,94.5,54.5,89.5,98.5,603.5,43.5,89.5,467.0,95.5,99.0,94.5,84.5,168.0,192.0,86.5,0.0
wxlua.csv,377.0,98.5,98.5,99.0,291.5,98.5,185.0,96.5,96.5,335.0,95.5,99.0,194.0,98.5,187.5,94.5,265.5,1315.0
x4x.csv,185.0,98.5,194.0,99.0,391.5,98.5,931.5,285.5,98.5,97.5,97.5,99.0,96.5,98.5,195.5,192.0,196.0,4315.0
xharbour.csv,282.5,98.5,98.5,99.0,293.0,98.5,185.0,195.0,98.5,1703.5,97.5,99.0,194.0,186.0,96.5,291.5,196.0,4960.5
