,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.2,0.59,0.39,0.34,0.31,0.19,0.43,0.0,0.74,0.42,0.25,0.53,0.24,0.16,0.5,0.27,0.56,0.0
arsenal-1.csv,0.3,0.02,0.1,0.57,0.09,0.0,0.08,0.71,0.08,0.14,0.0,0.26,0.15,0.08,0.27,0.0,0.06,0.0
atomsite.csv,0.8,0.83,0.81,0.88,0.41,0.58,0.54,0.63,0.71,0.49,0.6,0.48,0.34,0.52,0.45,0.45,0.52,0.0
barracudamvc.csv,0.85,0.79,0.76,0.84,0.27,0.59,0.49,0.59,0.55,0.44,0.78,0.32,0.91,0.88,0.41,0.56,0.46,0.02
emisview.csv,0.3,0.0,0.3,0.26,0.17,0.14,0.43,0.26,0.67,0.52,0.29,0.5,0.0,0.16,0.46,0.32,0.49,0.0
findbugs.csv,0.79,0.77,0.63,0.85,0.33,0.58,0.36,0.19,0.64,0.33,0.77,0.47,0.13,0.56,0.42,0.57,0.31,0.03
jitterbit.csv,0.85,0.91,0.62,0.72,0.33,0.55,0.55,0.64,0.65,0.42,0.44,0.61,0.35,0.55,0.46,0.56,0.48,0.02
lite.csv,0.65,0.23,0.28,0.71,0.38,0.3,0.41,0.57,0.39,0.29,0.27,0.23,0.42,0.42,0.58,0.24,0.41,0.0
megasquirtavr.csv,0.86,0.9,0.74,0.77,0.55,0.58,0.39,0.64,0.51,0.46,0.75,0.42,0.65,0.92,0.43,0.53,0.42,0.0
ontopia.csv,0.62,0.8,0.69,0.33,0.17,0.53,0.46,0.43,0.51,0.44,0.7,0.27,0.92,0.86,0.42,0.44,0.35,0.0
openintents.csv,0.84,0.72,0.62,0.53,0.31,0.65,0.41,0.64,0.58,0.46,0.34,0.29,0.88,0.62,0.44,0.51,0.59,0.02
rectracker.csv,0.88,0.79,0.89,0.86,0.33,0.59,0.49,0.53,0.59,0.47,0.78,0.41,0.92,0.92,0.43,0.54,0.47,0.02
stajistics.csv,0.68,0.87,0.77,0.77,0.0,0.53,0.47,0.58,0.67,0.48,0.37,0.28,0.96,0.68,0.45,0.54,0.56,0.02
trackit.csv,0.33,0.08,0.33,0.17,0.18,0.39,0.27,0.0,0.41,0.22,0.71,0.27,0.36,0.31,0.29,0.17,0.16,0.0
wxlua.csv,0.39,0.76,0.61,0.51,0.28,0.22,0.42,0.36,0.51,0.21,0.51,0.38,0.94,0.55,0.11,0.44,0.27,0.05
x4x.csv,0.84,0.78,0.45,0.82,0.39,0.59,0.42,0.61,0.55,0.42,0.7,0.4,0.47,0.86,0.42,0.47,0.39,0.0
xharbour.csv,0.81,0.86,0.74,0.87,0.4,0.54,0.56,0.64,0.65,0.45,0.81,0.44,0.82,0.7,0.47,0.57,0.48,0.02
