,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.58,0.76,0.51,1.2,0.67,0.78,0.55,0.94,0.98,0.71,0.61,0.87,0.37
avisynth2.csv,0.94,0.99,1.0,0.51,0.91,0.95,0.87,1.0,0.03,0.96,1.0,1.0,0.95
beast-mcmc.csv,0.37,0.83,0.66,0.85,0.66,0.81,0.51,0.48,0.76,0.63,0.64,0.69,0.71
dataobjectsdotnet.csv,0.57,0.84,0.84,1.03,0.79,0.76,0.58,0.65,0.6,0.55,0.59,0.8,0.81
exist.csv,0.59,0.96,0.77,0.9,0.73,0.36,0.84,0.91,0.98,0.73,0.69,0.91,0.27
foursquared.csv,0.83,0.93,0.82,1.01,0.87,0.77,0.72,0.26,0.39,0.92,0.92,0.8,0.96
jaxlib.csv,0.73,0.82,0.69,0.04,0.8,0.87,0.77,0.5,0.69,0.77,0.78,0.76,0.99
jrefactory.csv,0.89,0.46,0.8,0.66,0.83,0.87,0.84,0.86,1.01,0.7,0.64,0.65,0.97
nodal.csv,0.81,0.67,0.84,1.06,0.38,0.73,0.7,0.92,0.72,0.8,0.68,1.0,0.39
opendvr.csv,0.59,0.93,0.61,1.0,0.58,0.46,0.53,0.54,0.94,0.69,0.64,0.37,0.53
pokenetonline.csv,0.89,1.0,0.98,1.0,0.76,1.0,0.39,0.8,1.0,0.92,0.99,0.95,0.49
simplewebservices.csv,0.74,0.82,0.7,0.96,0.63,0.63,0.84,0.65,0.96,0.72,0.49,0.83,0.43
uface.csv,0.52,0.76,0.76,0.98,0.65,0.91,0.35,0.72,1.0,0.68,0.82,0.98,0.09
