,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.34,0.53,0.71,0.0,0.29,0.56,0.83,0.18,0.05,0.45,0.48,0.31,0.92
avisynth2.csv,0.33,0.17,0.0,0.2,0.5,0.67,0.73,0.0,0.6,0.55,0.0,0.0,0.67
beast-mcmc.csv,0.56,0.51,0.59,0.03,0.57,0.59,0.89,0.49,0.06,0.57,0.55,0.31,0.79
dataobjectsdotnet.csv,0.47,0.56,0.55,0.0,0.26,0.59,0.82,0.39,0.08,0.58,0.49,0.27,0.59
exist.csv,0.35,0.45,0.53,0.04,0.26,0.78,0.73,0.35,0.05,0.44,0.44,0.31,0.93
foursquared.csv,0.55,0.5,0.6,0.0,0.6,0.65,0.94,0.69,0.13,0.52,0.57,0.33,0.8
jaxlib.csv,0.3,0.5,0.58,0.5,0.24,0.53,0.7,0.48,0.08,0.46,0.4,0.27,0.64
jrefactory.csv,0.23,0.73,0.54,0.05,0.3,0.5,0.61,0.32,0.0,0.45,0.48,0.33,0.66
nodal.csv,0.23,0.64,0.67,0.0,0.62,0.59,0.8,0.5,0.06,0.5,0.54,0.0,0.92
opendvr.csv,0.35,0.44,0.7,0.04,0.34,0.72,0.81,0.45,0.05,0.45,0.48,0.55,0.94
pokenetonline.csv,0.29,0.55,0.56,0.04,0.28,0.57,0.86,0.39,0.05,0.41,0.41,0.29,0.8
simplewebservices.csv,0.29,0.49,0.61,0.04,0.35,0.63,0.73,0.38,0.03,0.43,0.57,0.32,0.81
uface.csv,0.38,0.55,0.6,0.04,0.3,0.59,0.87,0.41,0.05,0.46,0.43,0.29,0.97
