,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.21,0.3,0.22,0.26,0.12,0.08
aime.csv,0.58,0.9,0.41,0.0,0.28,0.0
badtrinitycore.csv,0.0,0.05,0.24,0.18,0.59,0.16
electric-core.csv,0.79,0.75,0.22,0.36,0.81,0.67
geochat.csv,0.58,0.95,0.77,0.45,0.37,0.22
olsrd.csv,0.62,0.15,0.35,0.36,0.47,0.36
