,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,1.0,0.61,0.58,1.0,0.77,0.51,0.44,0.96,1.0,0.9,0.72,0.89,1.0,0.75,0.86,1.0,1.0
codepurge.csv,0.81,0.64,0.79,0.72,0.92,0.58,0.44,0.71,0.95,0.6,0.69,0.7,0.89,0.38,0.59,0.65,0.9
fontforge.csv,0.97,0.88,1.0,1.0,1.0,0.63,0.96,0.28,0.91,1.0,0.5,0.92,0.89,0.97,0.99,0.87,0.99
glas.csv,0.81,0.58,0.43,0.77,0.95,0.63,0.65,0.68,0.77,0.83,0.58,0.82,0.43,0.56,0.99,0.81,0.71
gmerlin.csv,1.0,0.92,0.65,1.0,1.0,0.75,1.0,1.0,0.79,1.0,1.0,0.77,0.83,0.97,1.0,0.5,0.67
hatari.csv,0.68,0.47,0.43,0.93,0.85,0.57,0.83,0.91,0.91,0.9,0.4,0.94,0.67,0.88,0.91,0.63,0.79
jcl.csv,0.59,0.56,0.65,0.69,0.49,0.63,0.56,0.61,0.76,0.76,0.58,0.84,0.77,0.85,0.4,0.72,0.63
ltp.csv,0.79,0.75,0.87,0.72,0.51,0.66,1.3,0.78,0.79,0.74,0.46,0.56,0.77,0.75,0.74,0.8,0.69
mia.csv,0.66,0.97,0.65,0.82,0.97,0.8,0.35,0.51,0.81,0.95,0.64,0.43,0.95,1.0,0.81,0.68,0.82
net-snmp.csv,0.48,0.59,0.66,0.71,0.68,0.77,0.33,0.85,0.84,0.79,0.88,0.49,0.8,0.73,0.82,0.7,0.83
opde.csv,1.0,0.6,1.0,0.39,0.94,0.63,0.4,0.47,0.69,1.0,0.55,0.97,0.53,0.65,0.84,0.78,0.73
oppna-program-hsatools.csv,0.72,0.54,0.67,1.0,0.73,0.55,0.85,0.97,0.92,0.95,0.2,0.99,0.78,0.89,0.71,0.68,0.84
powerfolder-.csv,0.67,0.45,0.54,0.78,0.91,0.7,0.27,0.64,0.5,0.74,0.59,0.83,0.85,0.92,0.78,0.71,0.77
qlc.csv,1.0,0.82,1.0,0.72,0.93,0.65,0.54,1.0,0.44,0.82,0.78,0.82,0.89,0.64,0.52,1.0,0.61
quantlib.csv,1.0,1.0,0.97,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.44
tcl.csv,0.86,0.87,0.95,0.98,0.85,0.93,1.32,1.0,0.84,0.49,0.72,1.0,0.95,0.88,1.0,0.84,0.86
