,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.63,0.61,0.46,0.42,0.31,0.99
lazarus-ccr.csv,0.98,0.32,0.41,0.42,0.24,0.71
lcfizvtop.csv,0.37,0.29,0.16,0.37,0.95,0.21
migen.csv,0.26,0.92,0.17,0.25,0.24,0.52
mvnforum.csv,0.14,0.25,0.94,0.2,0.0,0.44
plplot.csv,0.62,0.6,0.47,0.98,0.33,0.61
