,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.17,0.38,0.58,0.98,0.26,0.16,0.44,0.22,0.53,0.33
cities3d.csv,0.26,0.54,0.26,0.45,0.29,0.9,0.31,0.35,0.25,0.27
firebird.csv,0.16,0.44,0.98,0.49,0.52,0.17,0.29,0.39,0.63,0.29
hydrogen.csv,0.21,0.58,0.51,0.4,0.27,0.22,1.0,0.23,0.46,0.33
lphant.csv,0.3,0.49,0.57,0.51,0.6,0.14,0.32,0.44,0.98,0.3
open-ms.csv,0.2,0.59,0.56,0.46,0.34,0.13,0.13,0.37,0.4,0.97
qgo.csv,0.32,1.0,0.6,0.51,0.42,0.2,0.55,0.24,0.51,0.38
rhex.csv,0.96,0.52,0.24,0.38,0.14,0.35,0.29,0.29,0.09,0.19
xined.csv,0.11,0.58,0.15,0.46,0.21,0.33,0.33,0.95,0.49,0.16
yield.csv,0.22,0.73,0.62,0.54,0.96,0.16,0.32,0.44,0.63,0.36
