,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.55,0.27,0.7,0.42,0.59,1.0,0.94,0.0,0.28,0.83,0.6,0.44,0.14,0.57,0.38,1.0,0.61
bionote.csv,0.48,0.25,0.88,0.36,0.54,1.0,0.77,0.17,0.4,0.81,0.46,0.27,0.44,0.63,0.48,1.0,0.68
bullet.csv,0.46,0.11,0.71,0.43,0.44,1.0,0.84,0.15,0.28,0.88,0.39,0.15,0.13,0.58,0.35,1.0,0.69
dxengine.csv,0.0,0.13,0.56,0.36,0.55,0.5,0.8,0.13,0.25,0.87,0.32,0.46,0.09,1.0,0.35,1.0,0.61
emono.csv,0.49,0.12,0.71,0.4,0.28,0.82,0.74,0.2,0.25,0.82,0.27,0.06,0.08,0.56,0.41,0.98,0.75
findbugs.csv,0.58,0.2,0.7,0.44,0.36,0.87,0.77,0.22,0.39,0.89,0.15,0.18,0.14,0.64,0.5,0.98,0.82
hazelcast.csv,0.62,0.15,0.64,0.42,0.41,1.0,0.81,0.17,0.32,0.81,0.47,0.25,0.17,0.64,0.35,1.0,0.61
jedit.csv,0.7,0.21,0.6,0.41,0.45,0.85,0.81,0.17,0.26,0.83,0.34,0.26,0.12,0.7,0.37,1.0,0.63
jmonkeyengine.csv,0.36,0.11,0.44,0.37,0.38,0.63,0.75,0.15,0.6,0.81,0.23,0.16,0.19,0.62,0.4,0.96,0.62
kolmafia.csv,0.49,0.16,0.67,0.42,0.48,0.97,0.83,0.14,0.29,0.81,0.33,0.19,0.17,0.77,0.33,1.0,0.65
lamp.csv,0.59,0.24,0.69,0.43,0.48,0.94,0.83,0.16,0.26,0.82,0.5,0.23,0.26,0.55,0.37,1.0,0.66
lcfizvtop.csv,0.86,0.14,0.79,0.55,0.42,1.0,0.91,0.18,0.4,0.79,0.46,0.36,0.31,0.62,0.39,1.0,0.74
onotoa.csv,0.44,0.07,0.6,0.42,0.19,0.81,0.74,0.17,0.24,0.86,0.24,0.12,0.11,0.44,0.42,0.98,0.79
openintents.csv,0.44,0.1,0.56,0.64,0.24,0.93,0.76,0.1,0.27,0.79,0.24,0.16,0.11,0.53,0.36,0.97,0.62
qlc.csv,0.71,0.12,0.89,0.42,0.33,1.0,0.83,0.26,0.38,0.8,0.43,0.12,0.35,0.63,0.39,1.0,0.78
triplea.csv,0.5,0.13,0.79,0.41,0.4,0.9,0.82,0.18,0.28,0.83,0.4,0.27,0.14,0.55,0.41,1.0,0.67
