,recall,precision,pf,pci_20,ifa,wins
apertium.csv,0.45,0.57,0.25,0.54,0.0,15
bionote.csv,0.34,0.48,0.23,0.61,0.0,14
bullet.csv,0.63,0.44,0.38,0.4,1.0,7
dxengine.csv,0.33,0.46,0.29,0.61,1.0,10
emono.csv,0.78,0.41,0.69,0.46,1.0,3
findbugs.csv,0.62,0.5,0.46,0.48,1.0,11
hazelcast.csv,0.79,0.47,0.52,0.33,0.0,13
jedit.csv,0.82,0.45,0.62,0.39,1.0,6
jmonkeyengine.csv,0.6,0.4,0.69,0.52,1.0,1
kolmafia.csv,0.8,0.48,0.71,0.37,1.0,4
lamp.csv,0.65,0.5,0.47,0.4,1.0,9
lcfizvtop.csv,0.41,0.55,0.21,0.46,1.0,12
onotoa.csv,0.61,0.42,0.58,0.52,1.0,5
openintents.csv,0.62,0.44,0.65,0.44,1.0,2
qlc.csv,0.5,0.43,0.29,0.48,1.0,8
triplea.csv,0.84,0.41,0.69,0.37,1.0,0
