,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.0,1.0,1.0,1.0,13.0,21.0,7.0,4.0,2.0,5.0
firebird.csv,0.0,1.0,1.0,2.0,8.0,8.0,0.0,1.0,1.0,2.0
fmri-dmt.csv,2.0,0.0,3.0,5.0,9.0,1.0,0.0,52.0,145.0,0.0
htmlunit.csv,1.0,1.0,2.0,2.0,10.0,0.0,0.0,4.0,2.0,6.0
monetdb.csv,0.0,1.0,1.0,1.0,8.0,10.0,0.0,0.0,0.0,9.0
ontomorphtab.csv,1.0,0.0,12.0,1.0,10.0,4.0,0.0,2.0,1.0,1.0
smarttag.csv,3.0,1.0,12.0,2.0,7.0,7.0,0.0,0.0,3.0,3.0
taokgame.csv,1.0,3.0,0.0,2.0,4.0,5.0,0.0,3.0,1.0,67.0
webdriver.csv,0.0,0.0,1.0,8.0,5.0,13.0,0.0,12.0,0.0,3.0
xbplayer.csv,6.0,2.0,0.0,15.0,0.0,4.0,0.0,0.0,4.0,2.0
