,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.48,0.57,0.08,0.97,0.3,0.29,0.56,0.17,0.28,0.05
firebird.csv,0.98,0.75,0.14,0.45,0.35,0.39,0.61,0.2,0.48,0.12
fmri-dmt.csv,0.4,1.0,0.15,0.25,0.17,0.75,0.75,0.0,0.0,1.0
htmlunit.csv,0.65,0.65,0.13,0.35,0.33,1.0,0.48,0.25,0.42,0.1
monetdb.csv,0.68,0.77,0.18,0.49,0.43,0.44,0.57,0.32,0.98,0.08
ontomorphtab.csv,0.58,1.0,0.09,0.44,0.38,0.37,0.51,0.3,0.38,0.1
smarttag.csv,0.62,0.84,0.02,0.44,0.45,0.5,0.62,0.93,0.5,0.17
taokgame.csv,0.82,0.57,1.0,0.48,0.5,0.4,0.56,0.33,0.68,0.0
webdriver.csv,0.62,0.76,0.28,0.45,0.51,0.43,0.96,0.23,0.56,0.09
xbplayer.csv,0.61,0.73,0.18,0.53,1.0,0.43,0.57,0.44,0.46,0.07
